TOA5,CR1000,CR1000,86673,CR1000.Std.31.03,CPU:Chieppa_8sensors variable voltage.CR1,13783,Quantum,,,,
TIMESTAMP,RECORD,BattV_Min,PanelT,PPF(1),PPF(2),PPF(3),PPF(4),PPF(5),PPF(6),PPF(7),PPF(8)
TS,RN,,,,,,,,,,
,,Min,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
7/23/2024 18:15,97440,13.58193,22.44769,253.8653,132.4886,272.6701,300.8773,505.1663,126.5053,410.2873,470.1209
7/23/2024 18:20,97441,13.58103,22.27825,309.4405,389.7925,289.7799,606.9138,582.1243,228.2338,130.7856,573.5762
7/23/2024 18:25,97442,13.58076,22.11332,159.8414,194.8869,588.9345,310.2805,600.0465,341.0521,511.1507,493.2006
7/23/2024 18:30,97443,13.58122,21.97325,452.1831,358.1564,604.3354,577.837,588.0945,427.3942,162.4098,319.6909
7/23/2024 18:35,97444,13.5807,21.94614,126.5085,188.9079,288.918,560.7402,572.7072,241.0499,313.7068,405.169
7/23/2024 18:40,97445,13.58033,21.86255,421.4289,401.7679,320.5595,316.2854,565.0396,143.6107,235.077,574.4426
7/23/2024 18:45,97446,13.58092,21.80832,179.5237,129.941,565.9271,607.8159,551.3942,174.3944,241.0747,472.7457
7/23/2024 18:50,97447,13.58074,21.78121,314.5894,523.1759,383.8333,294.0728,539.4183,274.4109,411.1889,319.7186
7/23/2024 18:55,97448,13.58067,21.75184,252.1978,133.3656,295.798,493.2817,529.1878,498.4112,129.091,427.4538
7/23/2024 19:00,97449,13.58241,21.86255,227.3993,368.4553,579.6118,635.1793,512.9308,290.6608,399.2311,573.6276
7/23/2024 19:05,97450,13.58249,22.00036,277.8317,263.2989,465.9023,338.5272,495.8226,189.7804,254.7503,430.8528
7/23/2024 19:10,97451,13.58091,22.14043,219.6943,239.3557,316.2914,627.4539,504.3566,149.5973,241.0654,318.856
7/23/2024 19:15,97452,13.58039,22.25113,384.6505,269.2553,582.9592,421.406,512.8673,270.9649,288.9153,451.3232
7/23/2024 19:20,97453,13.58096,22.33473,126.5015,258.9861,606.8652,300.0137,537.6313,495.7491,217.1039,574.3851
7/23/2024 19:25,97454,13.581,22.39121,452.1728,316.2645,308.5716,609.4503,593.2097,230.7876,378.6627,506.878
7/23/2024 19:30,97455,13.5808,22.3641,176.0839,221.387,403.4543,296.6073,616.2936,125.6521,137.619,318.8315
7/23/2024 19:35,97456,13.58082,22.25113,309.4361,371.8362,569.2941,458.1706,627.4202,234.2141,521.4255,317.9841
7/23/2024 19:40,97457,13.58091,22.11332,249.6078,145.3196,287.2199,650.5189,621.455,341.0736,130.7876,591.5362
7/23/2024 19:45,97458,13.58059,22.00036,228.2358,508.6154,324.83,338.5071,604.3548,425.6983,361.5871,599.2259
7/23/2024 19:50,97459,13.58174,21.91903,266.7115,129.0815,569.3264,620.617,584.7136,229.0983,259.8727,295.7762
7/23/2024 19:55,97460,13.5816,21.86255,251.3271,352.2,275.2631,366.7325,559.0746,129.9378,265.0048,300.0538
7/23/2024 20:00,97461,13.58211,21.78121,334.2508,242.7806,365.8807,365.0258,538.5627,202.6021,377.8487,585.58
7/23/2024 20:05,97462,13.58138,21.72473,178.6724,259.8871,569.358,620.6515,523.1938,306.0513,129.9436,578.7618
7/23/2024 20:10,97463,13.58152,21.72473,43.59948,182.092,64.11689,338.5372,111.9908,490.7079,60.69732,100.8772
7/23/2024 20:15,97464,13.58124,21.88965,90.61777,55.5675,201.7528,345.3734,73.52008,103.441,103.441,178.6709
7/23/2024 20:20,97465,13.58219,22.02973,78.6495,46.16384,121.3938,123.1036,35.90521,100.0216,104.2961,195.7689
7/23/2024 20:25,97466,13.58174,22.16755,90.61405,91.46889,49.58127,128.2274,67.53311,0.8548495,206.8736,101.7271
7/23/2024 20:30,97467,13.58102,22.25113,80.35176,92.31905,194.041,129.9305,135.0593,101.7219,102.5767,162.4131
7/23/2024 20:35,97468,13.58168,22.30761,90.61081,117.965,133.3518,165.8349,177.8023,92.32044,105.1427,321.4119
7/23/2024 20:40,97469,13.58133,22.33473,44.44907,2.56437,117.961,211.1331,144.4595,145.3143,206.8592,125.6541
7/23/2024 20:45,97470,13.5802,22.3641,90.6058,76.07468,324.8133,111.9751,180.3568,199.1618,91.46058,148.7303
7/23/2024 20:50,97471,13.57991,22.33473,83.76678,90.60489,93.16917,249.5908,270.9599,148.7288,5.128579,195.7408
7/23/2024 20:55,97472,13.58581,22.22403,90.60615,42.73875,157.2786,99.15389,356.4412,61.5438,104.2825,36.75532
7/23/2024 21:00,97473,13.58097,22.08395,92.31805,157.2826,154.7182,250.4555,244.4719,99.15643,205.1512,259.8582
7/23/2024 21:05,97474,13.58126,21.97325,48.72545,91.46708,163.273,101.7251,152.1602,99.16058,52.99962,155.5795
7/23/2024 21:10,97475,13.58086,21.97325,80.35372,49.57996,202.5939,241.0612,177.804,63.25718,95.7406,123.0951
7/23/2024 21:15,97476,13.58195,22.05684,177.8034,161.5617,54.70873,100.0144,163.2714,1.709648,79.49862,121.385
7/23/2024 21:20,97477,13.58158,22.16755,24.78996,90.61156,311.1567,270.125,96.59535,52.99922,63.25713,141.0463
7/23/2024 21:25,97478,13.58162,22.27825,181.2165,89.75343,141.0411,66.67398,40.17535,101.7206,205.1507,275.2439
7/23/2024 21:30,97479,13.58152,22.33473,36.75639,182.9271,140.1872,345.3391,42.73999,97.44717,102.576,37.61119
7/23/2024 21:35,97480,13.58113,22.30761,181.215,91.46227,167.5384,34.1915,95.73621,77.78567,1.709575,229.9379
7/23/2024 21:40,97481,13.58011,22.22403,23.07935,93.1722,76.93118,345.3355,156.4267,199.1663,104.2845,157.2815
7/23/2024 21:45,97482,13.5864,22.05684,182.0752,172.6723,325.6839,34.19254,176.9464,199.1715,202.5908,121.3835
7/23/2024 21:50,97483,13.58042,21.94614,1.709742,53.00201,92.32609,345.368,135.9245,182.9424,106.004,135.9245
7/23/2024 21:55,97484,13.58107,21.97325,182.9313,91.46563,165.8349,34.19276,176.9475,68.38551,102.5783,162.4156
7/23/2024 22:00,97485,13.58161,22.08395,1.709568,71.80186,148.7324,344.478,216.2604,99.15496,5.983489,192.3264
7/23/2024 22:05,97486,13.58678,22.19465,182.0769,2.564463,159.8515,52.14408,276.962,99.15925,104.2882,83.77247
7/23/2024 22:10,97487,13.58139,22.25113,0,0,0,295.7593,0,46.15897,0,0
7/23/2024 22:15,97488,13.58045,22.25113,0,0,0,0,0,0,0,0
7/23/2024 22:20,97489,13.58087,22.22403,0,0,0,0,0,0,0,0
7/23/2024 22:25,97490,13.58034,22.22403,0,0,0,0,0,0,0,0
7/23/2024 22:30,97491,13.58078,22.19465,0,0,0,0,0,0,0,0
7/23/2024 22:35,97492,13.58058,22.05684,0,0,0,0,0,0,0,0
7/23/2024 22:40,97493,13.58137,21.88965,0,0,0,0,0,0,0,0
7/23/2024 22:45,97494,13.58144,21.75184,0,0,0,0,0,0,0,0
7/23/2024 22:50,97495,13.58193,21.69762,0,0,0,0,0,0,0,0
7/23/2024 22:55,97496,13.58249,21.78121,0,0,0,0,0,0,0,0
7/23/2024 23:00,97497,13.58779,21.91903,0,0,0,0,0,0,0,0
7/23/2024 23:05,97498,13.58098,22.02973,0,0,0,0,0,0,0,0
7/23/2024 23:10,97499,13.58696,22.11332,0,0,0,0,0,0,0,0
7/23/2024 23:15,97500,13.5812,22.22403,0,0,0,0,0,0,0,0
7/23/2024 23:20,97501,13.58094,22.25113,0,0,0,0,0,0,0,0
7/23/2024 23:25,97502,13.58129,22.27825,0,0,0,0,0,0,0,0
7/23/2024 23:30,97503,13.5814,22.27825,0,0,0,0,0,0,0,0
7/23/2024 23:35,97504,13.58634,22.25113,0,0,0,0,0,0,0,0
7/23/2024 23:40,97505,13.58037,22.14043,0,0,0,0,0,0,0,0
7/23/2024 23:45,97506,13.58095,21.97325,0,0,0,0,0,0,0,0
7/23/2024 23:50,97507,13.58136,21.83543,0,0,0,0,0,0,0,0
7/23/2024 23:55,97508,13.58246,21.72473,0,0,0,0,0,0,0,0
7/24/2024 0:00,97509,13.58267,21.72473,0,0,0,0,0,0,0,0
7/24/2024 0:05,97510,13.58224,21.83543,0,0,0,0,0,0,0,0
7/24/2024 0:10,97511,13.58277,21.94614,0,0,0,0,0,0,0,0
7/24/2024 0:15,97512,13.58755,22.05684,0,0,0,0,0,0,0,0
7/24/2024 0:20,97513,13.58156,22.16755,0,0,0,0,0,0,0,0
7/24/2024 0:25,97514,13.5812,22.22403,0,0,0,0,0,0,0,0
7/24/2024 0:30,97515,13.58151,22.25113,0,0,0,0,0,0,0,0
7/24/2024 0:35,97516,13.58133,22.25113,0,0,0,0,0,0,0,0
7/24/2024 0:40,97517,13.58059,22.22403,0,0,0,0,0,0,0,0
7/24/2024 0:45,97518,13.5814,22.16755,0,0,0,0,0,0,0,0
7/24/2024 0:50,97519,13.58182,22.05684,0,0,0,0,0,0,0,0
7/24/2024 0:55,97520,13.58164,21.91903,0,0,0,0,0,0,0,0
7/24/2024 1:00,97521,13.58695,21.78121,0,0,0,0,0,0,0,0
7/24/2024 1:05,97522,13.58189,21.69762,0,0,0,0,0,0,0,0
7/24/2024 1:10,97523,13.58206,21.72473,0,0,0,0,0,0,0,0
7/24/2024 1:15,97524,13.58176,21.83543,0,0,0,0,0,0,0,0
7/24/2024 1:20,97525,13.58155,21.94614,0,0,0,0,0,0,0,0
7/24/2024 1:25,97526,13.58159,22.05684,0,0,0,0,0,0,0,0
7/24/2024 1:30,97527,13.5826,22.11332,0,0,0,0,0,0,0,0
7/24/2024 1:35,97528,13.58185,22.16755,0,0,0,0,0,0,0,0
7/24/2024 1:40,97529,13.5813,22.19465,0,0,0,0,0,0,0,0
7/24/2024 1:45,97530,13.58006,22.22403,0,0,0,0,0,0,0,0
7/24/2024 1:50,97531,13.58051,22.22403,0,0,0,0,0,0,0,0
7/24/2024 1:55,97532,13.58095,22.11332,0,0,0,0,0,0,0,0
7/24/2024 2:00,97533,13.58056,21.97325,0,0,0,0,0,0,0,0
7/24/2024 2:05,97534,13.58206,21.88965,0,0,0,0,0,0,0,0
7/24/2024 2:10,97535,13.58314,21.78121,0,0,0,0,0,0,0,0
7/24/2024 2:15,97536,13.58179,21.72473,0,0,0,0,0,0,0,0
7/24/2024 2:20,97537,13.582,21.72473,0,0,0,0,0,0,0,0
7/24/2024 2:25,97538,13.58209,21.83543,0,0,0,0,0,0,0,0
7/24/2024 2:30,97539,13.5814,21.94614,0,0,0,0,0,0,0,0
7/24/2024 2:35,97540,13.58211,22.02973,0,0,0,0,0,0,0,0
7/24/2024 2:40,97541,13.58276,22.11332,0,0,0,0,0,0,0,0
7/24/2024 2:45,97542,13.58128,22.14043,0,0,0,0,0,0,0,0
7/24/2024 2:50,97543,13.58092,22.19465,0,0,0,0,0,0,0,0
7/24/2024 2:55,97544,13.58066,22.19465,0,0,0,0,0,0,0,0
7/24/2024 3:00,97545,13.58571,22.11332,0,0,0,0,0,0,0,0
7/24/2024 3:05,97546,13.58093,21.94614,0,0,0,0,0,0,0,0
7/24/2024 3:10,97547,13.58134,21.78121,0,0,0,0,0,0,0,0
7/24/2024 3:15,97548,13.58171,21.67051,0,0,0,0,0,0,0,0
7/24/2024 3:20,97549,13.58226,21.61628,0,0,0,0,0,0,0,0
7/24/2024 3:25,97550,13.61565,21.61628,0,0,0,0,0,0,0,0
7/24/2024 3:30,97551,13.61589,21.72473,0,0,0,0,0,0,0,0
7/24/2024 3:35,97552,13.61548,21.83543,0,0,0,0,0,0,0,0
7/24/2024 3:40,97553,13.61542,21.94614,0,0,0,0,0,0,0,0
7/24/2024 3:45,97554,13.61545,22.02973,0,0,0,0,0,0,0,0
7/24/2024 3:50,97555,13.60881,22.11332,0,0,0,0,0,0,0,0
7/24/2024 3:55,97556,13.6138,22.19465,0,0,0,0,0,0,0,0
7/24/2024 4:00,97557,13.61479,22.22403,0,0,0,0,0,0,0,0
7/24/2024 4:05,97558,13.61449,22.22403,0,0,0,0,0,0,0,0
7/24/2024 4:10,97559,13.61427,22.05684,0,0,0,0,0,0,0,0
7/24/2024 4:15,97560,13.61454,21.88965,0,0,0,0,0,0,0,0
7/24/2024 4:20,97561,13.61398,21.72473,0,0,0,0,0,0,0,0
7/24/2024 4:25,97562,13.61428,21.6434,0,0,0,0,0,0,0,0
7/24/2024 4:30,97563,13.60996,21.61628,0,0,0,0,0,0,0,0
7/24/2024 4:35,97564,13.61105,21.67051,0,0,0,0,0,0,0,0
7/24/2024 4:40,97565,13.61055,21.78121,0,0,0,0,0,0,0,0
7/24/2024 4:45,97566,13.61015,21.88965,0,0,0,0,0,0,0,0
7/24/2024 4:50,97567,13.60945,21.97325,0,0,0,0,0,0,0,0
7/24/2024 4:55,97568,13.6103,22.05684,0,0,0,0,0,0,0,0
7/24/2024 5:00,97569,13.61532,22.11332,0,0,0,0,0,0,0,0
7/24/2024 5:05,97570,13.61497,22.14043,0,0,0,0,0,0,0,0
7/24/2024 5:10,97571,13.61426,22.11332,0,0,0,0,0,0,0,0
7/24/2024 5:15,97572,13.61424,21.97325,0,0,0,0,0,0,0,0
7/24/2024 5:20,97573,13.61512,21.80832,0,0,0,0,0,0,0,0
7/24/2024 5:25,97574,13.60935,21.67051,0,0,0,0,0,0,0,0
7/24/2024 5:30,97575,13.6152,21.61628,0,0,0,0,0,0,0,0
7/24/2024 5:35,97576,13.61581,21.58692,0,0,0,0,0,0,0,0
7/24/2024 5:40,97577,13.60993,21.69762,0,0,0,0,0,0,0,0
7/24/2024 5:45,97578,13.61587,21.83543,0,0,0,0,0,0,0,0
7/24/2024 5:50,97579,13.61591,21.91903,0,0,0,0,0,0,0,0
7/24/2024 5:55,97580,13.61526,22.00036,0,0,0,0,0,0,0,0
7/24/2024 6:00,97581,13.60928,22.05684,0,0,0,0,0,0,0,0
7/24/2024 6:05,97582,13.60969,22.11332,0,0,0,0,0,0,0,0
7/24/2024 6:10,97583,13.6147,22.16755,90.60953,90.60953,306.8757,0,44.44996,0,52.99803,77.78743
7/24/2024 6:15,97584,13.61505,22.14043,92.32025,2.564451,76.07873,135.9159,177.802,96.59434,66.67574,124.8033
7/24/2024 6:20,97585,13.61479,22.00036,181.2235,94.03105,192.3362,78.64416,203.449,178.659,57.27346,141.0466
7/24/2024 6:25,97586,13.61416,21.86255,89.75494,182.9291,162.4137,267.5552,333.3755,197.4609,62.40105,81.20686
7/24/2024 6:30,97587,13.61577,21.75184,92.32332,76.08125,127.372,169.2594,142.7592,198.3242,101.7266,326.551
7/24/2024 6:35,97588,13.61487,21.69762,177.8186,6.839178,163.2854,147.8972,174.399,197.4812,103.4426,87.19952
7/24/2024 6:40,97589,13.60992,21.67051,11.1135,92.3275,122.2485,129.9424,52.14794,184.655,28.21118,194.0587
7/24/2024 6:45,97590,13.61029,21.67051,119.6863,182.0942,159.8667,173.5452,87.20003,100.8785,70.95689,153.8824
7/24/2024 6:50,97591,13.61467,21.80832,91.4704,89.76067,212.0061,150.456,164.9887,64.11476,103.4385,170.9727
7/24/2024 6:55,97592,13.61496,21.91903,52.99979,93.17705,44.45144,173.5316,176.9509,100.0157,206.0153,137.6285
7/24/2024 7:00,97593,13.6151,22.02973,89.76015,179.5203,275.2645,129.0836,147.0357,98.30875,72.66299,215.4244
7/24/2024 7:05,97594,13.61521,22.08395,79.49831,58.1278,151.3033,165.8352,154.7225,27.35426,103.4333,82.06277
7/24/2024 7:10,97595,13.61508,22.16755,90.61301,89.75816,138.484,162.4195,199.1776,20.51615,26.50003,323.9843
7/24/2024 7:15,97596,13.61494,22.22403,77.78812,82.06219,159.8503,129.077,241.9125,100.8681,103.4326,37.61184
7/24/2024 7:20,97597,13.6147,22.25113,89.75531,2.564437,74.36869,170.1077,303.4584,100.0131,204.3002,247.8956
7/24/2024 7:25,97598,13.61458,22.22403,58.12625,53.85226,320.5492,166.6856,353.8863,66.67423,54.70706,129.0745
7/24/2024 7:30,97599,13.6149,22.05684,89.75327,70.94782,99.156,163.2655,341.0624,133.3477,100.8656,153.8627
7/24/2024 7:35,97600,13.6097,21.88965,80.3542,16.24181,162.4181,180.3695,235.0788,198.321,29.91912,163.2729
7/24/2024 7:40,97601,13.61003,21.78121,89.76066,88.90579,161.5692,168.4081,157.2949,197.4734,104.2933,141.9073
7/24/2024 7:45,97602,13.60965,21.72473,92.32207,52.99971,128.2251,141.9024,176.0958,186.3538,102.5801,135.9186
7/24/2024 7:50,97603,13.61569,21.69762,41.0351,2.564694,126.5249,171.8345,166.7051,70.95654,204.3206,162.4306
7/24/2024 7:55,97604,13.61627,21.67051,91.46966,52.14625,159.8582,129.0833,100.0182,84.63081,85.48566,149.5999
7/24/2024 8:00,97605,13.61595,21.78121,94.89092,53.00214,197.4757,171.8295,42.74366,99.16529,86.34219,136.7797
7/24/2024 8:05,97606,13.61541,21.88965,89.76187,2.564625,62.40587,148.7482,46.16325,99.1655,64.11562,232.526
7/24/2024 8:10,97607,13.6099,22.00036,276.1273,408.6342,559.0937,169.2669,332.5496,24.79162,344.518,282.9664
7/24/2024 8:15,97608,13.61042,22.05684,253.0342,234.2276,458.1971,607.795,347.0672,184.6466,446.2292,589.8433
7/24/2024 8:20,97609,13.61055,22.16755,229.9498,214.5628,272.6914,337.6586,341.9328,238.4981,247.9013,416.3032
7/24/2024 8:25,97610,13.61464,22.25113,311.1732,455.6465,563.3604,647.9927,318.0122,341.0938,138.4892,312.883
7/24/2024 8:30,97611,13.61497,22.25113,154.7275,130.7918,355.6168,433.408,310.3099,462.4728,406.0529,574.4579
7/24/2024 8:35,97612,13.6147,22.11332,488.9674,388.0965,270.1289,317.145,330.8224,271.8385,253.0321,283.8063
7/24/2024 8:40,97613,13.61469,21.97325,127.3684,240.2049,560.763,610.3427,357.3155,185.4963,253.0272,348.7672
7/24/2024 8:45,97614,13.61462,21.88965,405.2022,234.2308,329.1199,338.5233,337.6685,124.8091,438.5416,574.4639
7/24/2024 8:50,97615,13.60949,21.83543,192.3522,313.7479,282.9715,630.9153,341.9595,247.0658,129.9446,339.3948
7/24/2024 8:55,97616,13.61573,21.78121,323.1464,142.7657,559.9495,494.9782,328.2757,359.0516,336.8246,279.5473
7/24/2024 9:00,97617,13.61003,21.75184,248.7625,522.3157,316.296,305.1829,346.2159,399.2168,234.23,607.8011
7/24/2024 9:05,97618,13.61051,21.83543,232.5233,146.1819,283.8152,609.5187,349.6398,229.9587,247.056,583.0179
7/24/2024 9:10,97619,13.61048,21.94614,310.3287,347.9443,559.9595,301.7797,363.3325,125.6703,405.2226,317.1679
7/24/2024 9:15,97620,13.61028,22.05684,176.1072,263.3059,394.9588,447.1071,377.8611,235.0945,129.0883,349.6497
7/24/2024 9:20,97621,13.61016,22.14043,435.9764,250.4727,303.4738,652.2549,385.5399,341.9423,432.557,572.7534
7/24/2024 9:25,97622,13.61464,22.22403,126.5133,250.4622,600.0834,338.5086,400.0556,413.7327,198.3182,522.2949
7/24/2024 9:30,97623,13.61513,22.25113,410.3093,264.1366,549.6435,644.5275,413.7285,223.9605,306.0223,317.9897
7/24/2024 9:35,97624,13.61421,22.27825,205.1566,328.2505,312.009,432.5385,447.9252,124.8036,240.2042,373.556
7/24/2024 9:40,97625,13.60902,22.27825,272.6815,190.6206,560.7493,315.4215,470.9952,232.5058,250.4566,573.5714
7/24/2024 9:45,97626,13.60961,22.19465,235.0816,417.163,585.5669,607.7928,474.4374,334.2433,322.2755,528.2925
7/24/2024 9:50,97627,13.61493,22.05684,256.4453,130.7871,312.0084,337.6529,460.7466,451.3437,170.9635,317.9921
7/24/2024 9:55,97628,13.61521,21.94614,306.021,421.42,573.5756,649.6534,411.1623,275.2479,522.2872,355.5998
7/24/2024 10:00,97629,13.61538,21.88965,221.408,219.6983,540.2698,384.6858,362.4595,205.1657,154.7292,574.4641
7/24/2024 10:05,97630,13.6106,21.83543,351.3472,256.4579,310.314,388.9611,331.6855,123.9546,309.4591,506.9317
7/24/2024 10:10,97631,13.61466,21.80832,366.7373,430.8523,583.8732,648.843,308.6065,256.4597,357.3338,321.4295
7/24/2024 10:15,97632,13.60991,21.78121,659.0905,451.3616,453.0713,338.5212,334.2469,648.8323,530.8628,435.1194
7/24/2024 10:20,97633,13.61541,21.72473,321.4436,715.554,307.7651,635.1931,372.7378,611.2557,689.9069,575.3499
7/24/2024 10:25,97634,13.61068,21.69762,634.3291,370.1678,593.2943,368.458,450.5275,323.1488,369.3129,396.6694
7/24/2024 10:30,97635,13.61612,21.78121,566.7932,667.6704,530.0328,386.411,559.0991,339.392,675.3644,318.8746
7/24/2024 10:35,97636,13.61037,21.91903,316.302,372.7235,312.8826,638.5882,647.9918,602.6836,353.9164,547.1171
7/24/2024 10:40,97637,13.61453,22.05684,655.6946,673.6471,404.3593,338.5333,642.0165,648.0007,693.3094,573.6259
7/24/2024 10:45,97638,13.61465,22.16755,322.2849,364.1734,561.6477,647.9893,625.7627,515.4849,467.6123,382.1256
7/24/2024 10:50,97639,13.60991,22.22403,502.6425,668.4803,543.6746,484.691,644.545,360.74,447.0783,318.8531
7/24/2024 10:55,97640,13.61469,22.22403,700.9431,366.7129,310.2955,305.1667,642.8161,347.0523,722.3133,480.4024
7/24/2024 11:00,97641,13.61382,22.22403,365.8515,676.9962,299.1776,608.6127,488.0869,695.8016,374.3994,575.2758
7/24/2024 11:05,97642,13.61418,22.22403,699.2201,332.5142,564.1629,338.4977,351.3196,651.3517,675.2859,418.8482
7/24/2024 11:10,97643,13.6147,22.16755,474.4264,713.7766,555.6345,648.8101,313.7198,474.4264,335.0903,319.7035
7/24/2024 11:15,97644,13.6092,22.05684,349.634,334.2467,312.0206,414.6027,348.7792,360.7471,545.3948,492.3941
7/24/2024 11:20,97645,13.61451,21.97325,656.5142,703.5302,323.9829,356.4667,347.9183,328.2571,681.3044,574.4499
7/24/2024 11:25,97646,13.61459,21.94614,365.8739,328.2607,563.3433,642.8439,346.2125,671.0538,371.003,381.2611
7/24/2024 11:30,97647,13.60952,21.88965,702.6971,706.1165,522.321,338.5256,309.4603,645.4213,675.3415,318.0089
7/24/2024 11:35,97648,13.61525,21.83543,418.0307,342.8023,313.7368,609.5213,323.9952,560.7938,331.689,568.4876
7/24/2024 11:40,97649,13.61071,21.80832,412.0548,683.9084,400.9413,296.6453,398.3766,351.3579,559.0951,586.4514
7/24/2024 11:45,97650,13.61594,21.78121,691.6123,374.4452,561.6678,516.3583,498.4054,316.3122,689.0476,292.3751
7/24/2024 11:50,97651,13.61041,21.72473,365.0467,615.5354,420.6159,606.9863,595.8725,648.022,373.5958,283.8302
7/24/2024 11:55,97652,13.61636,21.80832,692.4409,467.6113,312.0258,328.2683,660.8109,646.2782,673.6339,613.7933
7/24/2024 12:00,97653,13.61036,21.88965,453.092,562.5181,465.0605,609.537,640.3131,528.3224,327.4231,615.5212
7/24/2024 12:05,97654,13.61522,22.02973,365.8965,469.3393,559.9585,306.9085,625.7856,360.7672,608.6877,289.8106
7/24/2024 12:10,97655,13.61454,22.11332,1002.727,1018.969,429.1295,551.3715,629.1619,328.2584,1036.066,298.339
7/24/2024 12:15,97656,13.6092,22.22403,1001.828,1016.359,315.4219,622.2958,671.0195,989.8606,1030.036,597.5065
7/24/2024 12:20,97657,13.61452,22.33473,1003.536,1015.503,276.9554,340.2107,394.0631,985.5851,1030.035,613.7469
7/24/2024 12:25,97658,13.61416,22.41832,1002.667,1013.779,425.6846,612.8832,349.6084,984.7162,1030.875,282.0802
7/24/2024 12:30,97659,13.61373,22.50191,1000.074,1012.041,518.842,652.1853,484.6515,984.6887,1031.701,310.2795
7/24/2024 12:35,97660,13.60847,22.50191,1000.057,1010.314,559.8608,336.7712,627.386,983.8165,1030.828,554.7323
7/24/2024 12:40,97661,13.61385,22.50191,1000.937,1009.485,553.0371,451.3193,437.643,982.9871,1030.854,574.4064
7/24/2024 12:45,97662,13.61385,22.39121,1000.086,1008.634,532.5243,607.7444,348.7479,983.8451,1032.567,429.0966
7/24/2024 12:50,97663,13.60882,22.27825,998.4158,1008.674,507.756,295.7636,625.7195,983.8841,1033.463,321.4078
7/24/2024 12:55,97664,13.61488,22.16755,999.2473,1007.795,500.9058,378.6711,644.5102,983.0063,1031.729,417.9914
7/24/2024 13:00,97665,13.61416,22.08395,999.2675,1007.815,491.5131,607.7666,313.7136,983.881,1032.605,575.284
7/24/2024 13:05,97666,13.61363,21.97325,867.6605,1046.322,583.8543,316.29,298.3384,983.9184,1033.499,480.4189
7/24/2024 13:10,97667,13.61465,21.88965,1052.313,1046.329,612.0682,530.0032,705.2462,1045.474,1112.152,348.7763
7/24/2024 13:15,97668,13.60961,21.80832,1052.393,1047.264,666.8293,683.9274,704.4453,1048.119,1111.382,511.2357
7/24/2024 13:20,97669,13.61563,21.75184,1054.927,1046.378,689.8913,359.0512,323.1461,1046.378,1112.204,624.0652
7/24/2024 13:25,97670,13.61123,21.83543,1055.735,1047.187,653.9574,689.006,325.6964,1045.477,1114.719,388.1002
7/24/2024 13:30,97671,13.6103,21.97325,1053.148,1046.309,645.395,491.526,702.6684,1048.019,1113.841,342.7859
7/24/2024 13:35,97672,13.61494,22.05684,1054.052,1046.358,645.4251,314.5913,706.9756,1045.503,1113.038,641.1508
7/24/2024 13:40,97673,13.61515,22.08395,1054.904,1044.646,644.5688,642.8591,321.4295,1047.211,1113.89,662.521
7/24/2024 13:45,97674,13.60984,22.14043,1055.693,1045.436,644.5287,334.2317,323.974,1048,1114.676,308.5873
7/24/2024 13:50,97675,13.61446,22.19465,1052.316,1045.477,645.4091,568.473,684.7321,1045.477,1113.865,321.4223
7/24/2024 13:55,97676,13.61473,22.22403,1053.135,1045.442,659.919,654.7901,641.9678,1047.151,1112.972,629.1456
7/24/2024 14:00,97677,13.61451,22.22403,1055.722,1046.319,685.5783,359.031,370.1439,1046.319,1114.706,571.0303
7/24/2024 14:05,97678,13.60914,22.16755,1053.998,1046.305,690.6979,644.5374,482.1208,1046.305,1114.691,348.7682
7/24/2024 14:10,97679,13.60916,22.05684,1052.335,1047.206,668.5019,337.6704,663.3727,1048.061,1112.175,471.0288
7/24/2024 14:15,97680,13.61507,21.94614,1054.872,1048.033,627.4521,479.5649,550.5165,1045.469,1113.001,623.1779
7/24/2024 14:20,97681,13.61498,21.86255,1055.794,1048.955,552.2617,683.0604,369.3143,1048.1,1114.782,381.2828
7/24/2024 14:25,97682,13.60918,21.78121,1054.018,918.9536,384.6783,358.1782,430.8397,1046.325,1113.857,313.7265
7/24/2024 14:30,97683,13.60963,21.75184,196.6246,1100.243,357.3438,648.0062,606.9715,1046.385,1113.066,650.5709
7/24/2024 14:35,97684,13.61077,21.72473,900.2133,1107.1,351.3653,383.8517,700.166,876.2761,1114.794,587.3187
7/24/2024 14:40,97685,13.61046,21.67051,902.7606,1111.353,372.7307,432.5728,367.6013,871.1298,1114.772,348.7939
7/24/2024 14:45,97686,13.61089,21.78121,903.64,1112.238,372.7408,695.8969,344.5288,872.8632,854.9102,470.2006
7/24/2024 14:50,97687,13.61512,21.91903,900.1606,1113.874,341.9413,376.1355,739.4481,869.3859,1005.307,515.4766
7/24/2024 14:55,97688,13.61505,22.08395,899.3226,1112.185,336.8185,705.2672,720.6548,867.6924,1011.31,251.3316
7/24/2024 15:00,97689,13.6151,22.16755,904.4306,1112.159,365.0207,576.1685,384.6822,871.0915,1012.996,265.8582
7/24/2024 15:05,97690,13.60982,22.25113,903.5561,1112.135,388.948,355.6096,370.9966,868.5081,1013.829,518.0274
7/24/2024 15:10,97691,13.61503,22.30761,900.128,1111.269,407.7503,671.8904,755.663,869.3544,1018.093,492.3777
7/24/2024 15:15,97692,13.61455,22.3641,900.9735,1112.112,401.7624,365.0054,739.4138,871.9099,1018.938,288.0722
