TOA5,CR1000,CR1000,86673,CR1000.Std.31.03,CPU:Chieppa_8sensors variable voltage.CR1,13783,Quantum,,,,
TIMESTAMP,RECORD,BattV_Min,PanelT,PPF(1),PPF(2),PPF(3),PPF(4),PPF(5),PPF(6),PPF(7),PPF(8)
TS,RN,,,,,,,,,,
,,Min,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
7/8/2024 12:45,93054,13.61496,22.00036,837.7686,812.9775,376.141,497.532,269.2828,516.339,740.3139,277.8314
7/8/2024 12:50,93055,13.61493,21.88965,836.9204,812.984,411.1938,378.7086,487.2775,549.6832,772.805,422.3072
7/8/2024 12:55,93056,13.61564,21.80832,837.7703,812.1243,442.8215,247.0568,515.4852,588.149,785.6234,497.533
7/8/2024 13:00,93057,13.60979,21.75184,837.7782,812.9868,469.3268,480.4402,244.4945,583.0253,772.8077,345.3698
7/8/2024 13:05,93058,13.60942,21.72473,836.9648,813.0271,482.1738,267.5894,262.4598,574.5049,773.7009,280.4131
7/8/2024 13:10,93059,13.60952,21.72473,836.9442,813.8619,499.2598,265.873,484.7266,632.6238,789.0699,492.4207
7/8/2024 13:15,93060,13.6153,21.69762,836.9482,812.156,509.521,480.4544,399.2388,641.1758,800.1874,521.4897
7/8/2024 13:20,93061,13.6113,21.69762,836.9656,813.8829,515.5161,238.5224,269.2995,629.2203,794.2197,249.6363
7/8/2024 13:25,93062,13.61109,21.75184,834.3814,812.1541,509.5198,364.187,437.7083,616.3821,779.6679,229.9678
7/8/2024 13:30,93063,13.61004,21.88965,833.5203,812.148,494.9828,499.2573,487.2888,630.9108,777.0974,502.6768
7/8/2024 13:35,93064,13.61611,22.00036,834.3602,813.8431,478.7313,265.0119,242.7851,642.8677,795.8907,500.1032
7/8/2024 13:40,93065,13.6146,22.11332,833.4899,813.8281,477.8676,408.6238,247.055,640.2912,800.1503,265.007
7/8/2024 13:45,93066,13.61437,22.19465,833.4774,812.961,477.8604,515.4737,484.6991,629.1685,800.1382,270.987
7/8/2024 13:50,93067,13.61505,22.27825,834.3019,812.9315,477.843,266.7031,333.3788,622.3071,786.4321,468.44
7/8/2024 13:55,93068,13.61467,22.33473,834.2711,812.9014,499.195,480.3897,241.9044,646.2181,788.9674,465.0035
7/8/2024 14:00,93069,13.61445,22.3641,834.2849,812.9149,501.7676,483.8168,484.6716,647.9384,802.6572,253.8756
7/8/2024 14:05,93070,13.61371,22.39121,834.2554,764.1643,470.9782,267.543,335.0698,639.3679,803.4837,255.5762
7/8/2024 14:10,93071,13.6145,22.41832,834.2726,794.0975,492.3576,514.582,234.2118,635.9619,800.0811,500.9055
7/8/2024 14:15,93072,13.61434,22.33473,834.2666,791.5275,498.3375,394.0542,482.9514,643.6503,793.2371,505.1758
7/8/2024 14:20,93073,13.61345,22.25113,808.6027,788.0885,506.8725,246.1708,317.9706,659.8745,789.798,265.8303
7/8/2024 14:25,93074,13.60868,22.16755,809.5049,788.1347,495.7897,480.4032,259.0074,670.171,800.1021,277.8132
7/8/2024 14:30,93075,13.61386,22.08395,806.9498,787.2889,479.5539,264.9941,515.4563,670.1786,802.6757,482.9731
7/8/2024 14:35,93076,13.6089,21.97325,803.5476,785.596,454.7738,270.1288,486.4028,659.9349,791.5799,428.2738
7/8/2024 14:40,93077,13.61416,21.86255,802.6827,785.5862,420.575,476.1388,267.5609,661.6363,839.4403,309.4474
7/8/2024 14:45,93078,13.60884,21.78121,801.8933,785.6503,384.7036,234.2417,384.7036,659.9804,840.3636,446.2562
7/8/2024 14:50,93079,13.615,21.78121,799.3049,785.627,349.6425,347.9327,480.4378,659.9609,839.4839,559.9409
7/8/2024 14:55,93080,13.6103,21.69762,804.4378,785.6306,328.2722,497.5375,264.1565,659.9639,837.778,322.2881
7/8/2024 15:00,93081,13.61593,21.61628,805.3182,786.5104,291.5218,264.1649,235.0982,659.9848,837.8045,295.7963
7/8/2024 15:05,93082,13.61038,21.5598,806.1782,787.3702,271.0058,464.215,502.6859,658.2791,837.8098,597.5806
7/8/2024 15:10,93083,13.6155,21.67051,804.451,786.4983,255.612,471.899,477.8832,658.2649,837.7917,582.1797
7/8/2024 15:15,93084,13.61575,21.75184,806.1567,786.4943,245.352,265.0144,266.7242,656.5518,837.7874,306.9037
7/8/2024 15:20,93085,13.6156,21.86255,801.0345,787.3562,229.1113,484.7242,339.3924,656.5576,836.94,334.2631
7/8/2024 15:25,93086,13.6157,21.94614,803.5536,789.0213,232.5177,310.3085,479.5677,656.5204,836.0378,556.5037
7/8/2024 15:30,93087,13.6145,22.00036,805.27,789.0278,257.3102,243.6326,350.489,656.5258,836.8994,520.6044
7/8/2024 15:35,93088,13.61478,22.05684,801.0292,789.0608,261.5954,476.1721,266.7248,658.2631,836.9344,308.6142
7/8/2024 15:40,93089,13.61482,22.02973,800.993,789.0251,261.5836,230.8091,484.6991,657.3785,836.0418,294.9227
7/8/2024 15:45,93090,13.60905,22.00036,800.1454,788.1775,260.7312,345.3619,505.22,658.2393,836.0494,589.8508
7/8/2024 15:50,93091,13.61485,22.00036,796.7607,782.2275,253.0485,499.2578,232.531,659.1229,836.0858,597.5705
7/8/2024 15:55,93092,13.61496,22.05684,802.7017,781.3306,231.6637,265.0027,231.6637,659.9422,836.8956,273.5512
7/8/2024 16:00,93093,13.61494,22.08395,796.6975,781.3107,253.0284,479.5572,494.0892,658.2158,836.0195,298.3342
7/8/2024 16:05,93094,13.61505,22.11332,803.5343,785.583,311.1558,450.4921,471.8627,659.0691,836.0176,545.3775
7/8/2024 16:10,93095,13.60961,22.11332,258.1593,376.981,392.368,264.998,265.8528,659.0756,314.5782,555.6409
7/8/2024 16:15,93096,13.60977,22.08395,294.063,294.063,445.3686,485.5458,288.934,447.0783,573.5938,400.9172
7/8/2024 16:20,93097,13.61082,22.05684,461.5907,487.2346,474.4127,324.8231,514.5881,465.0099,266.6968,308.5819
7/8/2024 16:25,93098,13.61471,22.05684,532.5472,540.2405,478.6942,250.4596,480.4038,218.8316,594.0936,377.8265
7/8/2024 16:30,93099,13.60952,22.11332,276.9616,258.1556,472.7153,476.1346,500.9244,236.7851,270.123,557.3425
7/8/2024 16:35,93100,13.61465,22.08395,262.4341,297.4822,451.3524,263.2889,357.3206,376.9818,588.9807,567.6098
7/8/2024 16:40,93101,13.60935,22.05684,524.0203,532.5688,371.8578,498.3749,257.3085,429.1324,267.5667,282.099
7/8/2024 16:45,93102,13.61433,22.02973,253.8931,272.7,274.4098,343.6534,248.764,450.5107,581.3041,269.2806
7/8/2024 16:50,93103,13.60909,22.00036,378.7048,323.9935,235.0876,277.8308,266.7176,230.8133,282.1052,566.7749
7/8/2024 16:55,93104,13.61014,21.97325,562.4939,538.558,262.4402,508.6381,267.5693,238.5043,549.6711,558.2197
7/8/2024 17:00,93105,13.61477,22.00036,292.3473,295.7665,240.2034,259.0094,259.8642,214.559,340.217,370.1356
7/8/2024 17:05,93106,13.61517,22.02973,552.2142,554.7786,320.5577,476.1351,233.366,393.2175,467.5869,309.4451
7/8/2024 17:10,93107,13.61423,22.05684,357.3225,414.5967,479.5644,264.9999,298.3386,428.2741,436.8225,413.7418
7/8/2024 17:15,93108,13.61445,22.08395,278.6799,275.2605,473.5849,479.5688,394.0842,446.2298,384.6808,557.3598
7/8/2024 17:20,93109,13.61446,22.08395,526.5774,530.8516,458.1907,235.0792,500.0775,308.5949,486.4002,559.061
7/8/2024 17:25,93110,13.6144,22.05684,276.1013,294.9069,455.6098,436.8042,494.0759,234.2159,347.0499,266.6984
7/8/2024 17:30,93111,13.61488,22.00036,470.1652,567.6176,266.7119,397.5033,482.133,229.0987,528.2947,281.2443
7/8/2024 17:35,93112,13.61453,21.88965,495.8,335.9473,253.8838,269.2707,482.1228,313.7217,302.609,541.1059
7/8/2024 17:40,93113,13.61477,21.83543,266.7189,384.6907,220.556,508.6466,499.243,459.0642,582.1652,546.2607
7/8/2024 17:45,93114,13.61485,21.75184,523.1799,524.8897,400.0788,256.4608,502.6631,428.2895,273.5581,391.5301
7/8/2024 17:50,93115,13.61503,21.69762,268.4311,255.6079,453.9392,476.166,433.4221,401.7917,562.5084,302.6261
7/8/2024 17:55,93116,13.61557,21.72473,512.0674,556.5206,484.7115,265.0098,365.0297,223.976,306.8985,398.3696
7/8/2024 18:00,93117,13.61571,21.78121,476.1704,294.935,290.6606,479.59,287.2411,238.5127,551.4002,543.7063
7/8/2024 18:05,93118,13.61442,21.91903,259.8782,531.7245,250.4747,233.3775,239.3615,209.4413,278.6852,465.0453
7/8/2024 18:10,93119,13.61554,22.02973,300.0699,153.0271,217.1446,471.0499,265.019,414.6265,204.3211,301.7797
7/8/2024 18:15,93120,13.61482,22.11332,103.4365,320.5677,380.407,347.9228,267.5671,212.8569,282.9544,337.6646
7/8/2024 18:20,93121,13.61523,22.16755,315.4426,100.8732,473.5912,286.3774,266.7157,331.6848,114.551,546.2542
7/8/2024 18:25,93122,13.61411,22.22403,211.1406,400.0559,453.9096,511.1826,267.5587,196.6087,430.8294,553.9236
7/8/2024 18:30,93123,13.61381,22.22403,193.1819,106.8484,439.3606,264.984,254.7266,151.2973,127.3633,287.2085
7/8/2024 18:35,93124,13.61358,22.25113,270.9896,315.4421,230.8113,476.1552,234.2307,82.06624,282.1027,271.8444
7/8/2024 18:40,93125,13.60883,22.19465,125.6574,156.4306,253.0244,261.5725,238.4926,155.5758,207.7194,582.1271
7/8/2024 18:45,93126,13.61377,22.11332,394.0731,268.4142,306.8812,511.1837,245.334,202.5929,206.867,579.5695
7/8/2024 18:50,93127,13.61468,21.97325,103.4343,183.7883,456.4788,266.7067,235.078,315.432,281.2388,276.1099
7/8/2024 18:55,93128,13.60979,21.86255,389.8032,265.8526,468.4477,389.8032,236.7884,238.498,113.6926,282.9493
7/8/2024 19:00,93129,13.61508,21.75184,107.713,177.8119,230.8135,443.6749,249.6206,147.8916,429.1422,561.6463
7/8/2024 19:05,93130,13.61062,21.75184,335.9744,293.2296,229.1123,242.7907,267.5827,112.8464,142.7678,570.2161
7/8/2024 19:10,93131,13.61476,21.86255,128.2295,141.0524,481.2879,498.3852,269.2819,82.92171,243.636,276.9756
7/8/2024 19:15,93132,13.61513,21.97325,306.0389,317.152,487.2686,264.1509,268.4252,163.2777,211.1497,275.264
7/8/2024 19:20,93133,13.60938,22.11332,190.6364,144.4733,235.9446,476.1636,269.2846,213.718,205.1693,565.9252
7/8/2024 19:25,93134,13.6146,22.16755,218.8369,295.7717,254.7398,233.369,269.2719,336.8036,306.8845,557.3501
7/8/2024 19:30,93135,13.61417,22.16755,212.8521,172.6752,377.8339,397.4949,269.2708,192.3362,124.8049,338.5118
7/8/2024 19:35,93136,13.60915,22.05684,195.7515,258.1527,457.3235,468.436,267.5556,137.6245,399.1964,305.1673
7/8/2024 19:40,93137,13.61417,21.94614,294.0558,197.4619,392.3593,231.6544,268.4113,82.06207,106.8517,445.3577
7/8/2024 19:45,93138,13.60825,21.83543,125.6615,249.6134,254.7424,477.8558,269.2747,166.6939,330.8232,549.6624
7/8/2024 19:50,93139,13.6145,21.78121,363.3273,196.6242,307.7596,265.0152,269.2896,212.867,200.8986,424.8792
7/8/2024 19:55,93140,13.61499,21.72473,105.1471,252.1821,459.057,509.4934,269.2792,335.9579,212.004,306.038
7/8/2024 20:00,93141,13.61482,21.67051,359.9127,212.8699,447.1124,364.1871,268.4384,184.6583,216.2896,388.9792
7/8/2024 20:05,93142,13.61045,21.6434,142.7684,225.6938,250.4859,244.5016,269.2937,125.6704,204.3213,551.411
7/8/2024 20:10,93143,13.61586,21.72473,149.6079,66.68237,126.5255,478.7452,104.2981,83.78041,170.9804,129.9451
7/8/2024 20:15,93144,13.61068,21.83543,52.15075,100.0268,201.7635,111.1409,127.3846,67.53949,17.09861,107.7212
7/8/2024 20:20,93145,13.61048,21.94614,86.34354,74.37512,132.5074,270.999,136.7818,41.03455,105.151,158.154
7/8/2024 20:25,93146,13.61512,22.05684,76.93208,80.35128,39.32084,69.23887,134.2037,133.3489,84.62529,204.2974
7/8/2024 20:30,93147,13.61489,22.14043,46.15951,63.25563,97.44786,136.7689,101.7219,43.59509,87.19019,106.8507
7/8/2024 20:35,93148,13.61438,22.19465,76.93493,145.3215,214.563,135.9184,138.4829,66.67694,171.8213,158.144
7/8/2024 20:40,93149,13.61432,22.22403,47.0166,3.419389,93.17836,131.6465,191.4858,29.91966,85.48473,296.632
7/8/2024 20:45,93150,13.61469,22.22403,76.93474,147.8857,120.5311,108.5635,273.5457,23.08042,59.83813,113.6925
7/8/2024 20:50,93151,13.60961,22.14043,75.22487,73.51521,160.7077,134.208,247.0453,67.53142,75.22487,136.7725
7/8/2024 20:55,93152,13.61432,22.08395,61.54762,75.22487,25.64484,117.1114,152.1594,67.53142,78.64418,183.788
7/8/2024 21:00,93153,13.61004,21.94614,149.604,81.21359,172.6857,135.9259,117.1185,36.75984,82.92336,39.32447
7/8/2024 21:05,93154,13.61437,21.80832,0.8548559,1.709712,134.2124,106.0021,126.5187,85.48559,65.82391,280.3927
7/8/2024 21:10,93155,13.61488,21.69762,149.6015,45.30787,131.6493,116.2617,37.61408,134.2139,53.85652,133.359
7/8/2024 21:15,93156,13.61037,21.61628,76.08514,54.71291,145.3312,136.7823,88.90848,135.0725,171.8327,134.2176
7/8/2024 21:20,93157,13.61529,21.5598,75.23079,20.51749,63.26226,158.1556,137.6382,134.2186,64.11715,151.3165
7/8/2024 21:25,93158,13.609,21.5327,47.87574,111.995,265.0265,63.26438,146.192,134.2231,78.65301,160.7257
7/8/2024 21:30,93159,13.61049,21.50558,76.0874,74.37758,78.65215,271.0079,269.2981,120.543,53.85962,167.5633
7/8/2024 21:35,93160,13.61067,21.61628,150.4585,75.22926,118.828,35.90487,223.1231,59.84146,78.64877,100.8756
7/8/2024 21:40,93161,13.61014,21.72473,0.854924,147.9019,100.881,227.4098,131.6583,37.61666,172.6947,314.612
7/8/2024 21:45,93162,13.6108,21.86255,151.3146,46.16378,89.76291,76.08475,130.7974,67.5359,66.68102,45.3089
7/8/2024 21:50,93163,13.60994,21.94614,26.50155,38.46999,264.1606,187.2206,138.492,66.68132,40.17977,209.4477
7/8/2024 21:55,93164,13.61038,22.05684,147.0397,74.37476,119.6835,91.4724,85.48823,51.29294,88.05288,161.5728
7/8/2024 22:00,93165,13.6093,22.14043,47.01697,75.22715,131.6475,186.3582,41.03299,0.854854,145.3252,158.148
7/8/2024 22:05,93166,13.60946,22.22403,145.3161,145.3161,203.4425,83.77044,32.48241,43.59482,54.70723,176.9437
7/8/2024 22:10,93167,13.61449,22.22403,0,0,0,188.9135,0,69.23978,0,0
7/8/2024 22:15,93168,13.60844,22.08395,0,0,0,0,0,0,0,0
7/8/2024 22:20,93169,13.61412,21.86255,0,0,0,0,0,0,0,0
7/8/2024 22:25,93170,13.61496,21.72473,0,0,0,0,0,0,0,0
7/8/2024 22:30,93171,13.6151,21.61628,0,0,0,0,0,0,0,0
7/8/2024 22:35,93172,13.60925,21.5598,0,0,0,0,0,0,0,0
7/8/2024 22:40,93173,13.61644,21.58692,0,0,0,0,0,0,0,0
7/8/2024 22:45,93174,13.61029,21.69762,0,0,0,0,0,0,0,0
7/8/2024 22:50,93175,13.6103,21.80832,0,0,0,0,0,0,0,0
7/8/2024 22:55,93176,13.61038,21.91903,0,0,0,0,0,0,0,0
7/8/2024 23:00,93177,13.60963,22.00036,0,0,0,0,0,0,0,0
7/8/2024 23:05,93178,13.61455,22.05684,0,0,0,0,0,0,0,0
7/8/2024 23:10,93179,13.61455,22.14043,0,0,0,0,0,0,0,0
7/8/2024 23:15,93180,13.60907,22.16755,0,0,0,0,0,0,0,0
7/8/2024 23:20,93181,13.60895,22.08395,0,0,0,0,0,0,0,0
7/8/2024 23:25,93182,13.61478,21.88965,0,0,0,0,0,0,0,0
7/8/2024 23:30,93183,13.6146,21.72473,0,0,0,0,0,0,0,0
7/8/2024 23:35,93184,13.61577,21.61628,0,0,0,0,0,0,0,0
7/8/2024 23:40,93185,13.6154,21.58692,0,0,0,0,0,0,0,0
7/8/2024 23:45,93186,13.61596,21.69762,0,0,0,0,0,0,0,0
7/8/2024 23:50,93187,13.61601,21.80832,0,0,0,0,0,0,0,0
7/8/2024 23:55,93188,13.60935,21.91903,0,0,0,0,0,0,0,0
7/9/2024 0:00,93189,13.6156,22.00036,0,0,0,0,0,0,0,0
7/9/2024 0:05,93190,13.61047,22.02973,0,0,0,0,0,0,0,0
7/9/2024 0:10,93191,13.60968,22.05684,0,0,0,0,0,0,0,0
7/9/2024 0:15,93192,13.60969,22.11332,0,0,0,0,0,0,0,0
7/9/2024 0:20,93193,13.60907,22.08395,0,0,0,0,0,0,0,0
7/9/2024 0:25,93194,13.61385,21.97325,0,0,0,0,0,0,0,0
7/9/2024 0:30,93195,13.61432,21.78121,0,0,0,0,0,0,0,0
7/9/2024 0:35,93196,13.61052,21.61628,0,0,0,0,0,0,0,0
7/9/2024 0:40,93197,13.61542,21.50558,0,0,0,0,0,0,0,0
7/9/2024 0:45,93198,13.61057,21.5327,0,0,0,0,0,0,0,0
7/9/2024 0:50,93199,13.61094,21.6434,0,0,0,0,0,0,0,0
7/9/2024 0:55,93200,13.61062,21.78121,0,0,0,0,0,0,0,0
7/9/2024 1:00,93201,13.61645,21.88965,0,0,0,0,0,0,0,0
7/9/2024 1:05,93202,13.61068,21.97325,0,0,0,0,0,0,0,0
7/9/2024 1:10,93203,13.61511,22.02973,0,0,0,0,0,0,0,0
7/9/2024 1:15,93204,13.61479,22.08395,0,0,0,0,0,0,0,0
7/9/2024 1:20,93205,13.61529,22.08395,0,0,0,0,0,0,0,0
7/9/2024 1:25,93206,13.61547,22.00036,0,0,0,0,0,0,0,0
7/9/2024 1:30,93207,13.60977,21.83543,0,0,0,0,0,0,0,0
7/9/2024 1:35,93208,13.6146,21.67051,0,0,0,0,0,0,0,0
7/9/2024 1:40,93209,13.61491,21.5598,0,0,0,0,0,0,0,0
7/9/2024 1:45,93210,13.61496,21.50558,0,0,0,0,0,0,0,0
7/9/2024 1:50,93211,13.61579,21.5327,0,0,0,0,0,0,0,0
7/9/2024 1:55,93212,13.61604,21.67051,0,0,0,0,0,0,0,0
7/9/2024 2:00,93213,13.61592,21.78121,0,0,0,0,0,0,0,0
7/9/2024 2:05,93214,13.61097,21.88965,0,0,0,0,0,0,0,0
7/9/2024 2:10,93215,13.61464,21.97325,0,0,0,0,0,0,0,0
7/9/2024 2:15,93216,13.61478,22.05684,0,0,0,0,0,0,0,0
7/9/2024 2:20,93217,13.61041,22.08395,0,0,0,0,0,0,0,0
7/9/2024 2:25,93218,13.60967,22.11332,0,0,0,0,0,0,0,0
7/9/2024 2:30,93219,13.60886,22.05684,0,0,0,0,0,0,0,0
7/9/2024 2:35,93220,13.60952,21.94614,0,0,0,0,0,0,0,0
7/9/2024 2:40,93221,13.61469,21.78121,0,0,0,0,0,0,0,0
7/9/2024 2:45,93222,13.60955,21.6434,0,0,0,0,0,0,0,0
7/9/2024 2:50,93223,13.61474,21.5598,0,0,0,0,0,0,0,0
7/9/2024 2:55,93224,13.61036,21.50558,0,0,0,0,0,0,0,0
7/9/2024 3:00,93225,13.6164,21.61628,0,0,0,0,0,0,0,0
7/9/2024 3:05,93226,13.61071,21.72473,0,0,0,0,0,0,0,0
7/9/2024 3:10,93227,13.61546,21.86255,0,0,0,0,0,0,0,0
7/9/2024 3:15,93228,13.61445,21.94614,0,0,0,0,0,0,0,0
7/9/2024 3:20,93229,13.61456,22.02973,0,0,0,0,0,0,0,0
7/9/2024 3:25,93230,13.61453,22.05684,0,0,0,0,0,0,0,0
7/9/2024 3:30,93231,13.60909,22.11332,0,0,0,0,0,0,0,0
7/9/2024 3:35,93232,13.61395,22.11332,0,0,0,0,0,0,0,0
7/9/2024 3:40,93233,13.61455,22.00036,0,0,0,0,0,0,0,0
7/9/2024 3:45,93234,13.61444,21.83543,0,0,0,0,0,0,0,0
7/9/2024 3:50,93235,13.60955,21.67051,0,0,0,0,0,0,0,0
7/9/2024 3:55,93236,13.61025,21.5598,0,0,0,0,0,0,0,0
7/9/2024 4:00,93237,13.61579,21.47847,0,0,0,0,0,0,0,0
7/9/2024 4:05,93238,13.61559,21.50558,0,0,0,0,0,0,0,0
7/9/2024 4:10,93239,13.61137,21.61628,0,0,0,0,0,0,0,0
7/9/2024 4:15,93240,13.61072,21.72473,0,0,0,0,0,0,0,0
7/9/2024 4:20,93241,13.6156,21.86255,0,0,0,0,0,0,0,0
7/9/2024 4:25,93242,13.60983,21.94614,0,0,0,0,0,0,0,0
7/9/2024 4:30,93243,13.60965,22.00036,0,0,0,0,0,0,0,0
7/9/2024 4:35,93244,13.60956,22.05684,0,0,0,0,0,0,0,0
7/9/2024 4:40,93245,13.61538,22.05684,0,0,0,0,0,0,0,0
7/9/2024 4:45,93246,13.60976,21.94614,0,0,0,0,0,0,0,0
7/9/2024 4:50,93247,13.61472,21.78121,0,0,0,0,0,0,0,0
7/9/2024 4:55,93248,13.61473,21.6434,0,0,0,0,0,0,0,0
7/9/2024 5:00,93249,13.61028,21.5598,0,0,0,0,0,0,0,0
7/9/2024 5:05,93250,13.61139,21.45136,0,0,0,0,0,0,0,0
7/9/2024 5:10,93251,13.61025,21.47847,0,0,0,0,0,0,0,0
7/9/2024 5:15,93252,13.61553,21.61628,0,0,0,0,0,0,0,0
7/9/2024 5:20,93253,13.61552,21.72473,0,0,0,0,0,0,0,0
7/9/2024 5:25,93254,13.61598,21.83543,0,0,0,0,0,0,0,0
7/9/2024 5:30,93255,13.61539,21.94614,0,0,0,0,0,0,0,0
7/9/2024 5:35,93256,13.6098,22.00036,0,0,0,0,0,0,0,0
7/9/2024 5:40,93257,13.61098,22.05684,0,0,0,0,0,0,0,0
7/9/2024 5:45,93258,13.61489,22.08395,0,0,0,0,0,0,0,0
7/9/2024 5:50,93259,13.61493,22.11332,0,0,0,0,0,0,0,0
7/9/2024 5:55,93260,13.61455,22.08395,0,0,0,0,0,0,0,0
7/9/2024 6:00,93261,13.61426,21.97325,0,0,0,0,0,0,0,0
7/9/2024 6:05,93262,13.61533,21.78121,0,0,0,0,0,0,0,0
7/9/2024 6:10,93263,13.61556,21.61628,129.0871,33.34037,100.0211,0,37.61478,0,66.68075,143.6201
7/9/2024 6:15,93264,13.61569,21.5598,74.37588,51.29371,141.0577,137.6381,120.5402,68.39161,84.63461,160.7203
7/9/2024 6:20,93265,13.61661,21.50558,50.44168,61.55595,59.84606,205.1865,277.8567,67.54055,85.49437,255.6282
7/9/2024 6:25,93266,13.61686,21.58692,74.37738,145.3351,261.6032,100.8797,104.2993,24.79246,85.49124,51.29474
7/9/2024 6:30,93267,13.61127,21.72473,70.09986,72.66449,41.88894,71.80962,110.279,7.693887,49.58283,212.0093
7/9/2024 6:35,93268,13.6106,21.83543,64.11687,73.52068,188.0761,271.8555,28.21142,10.2587,15.38805,143.6218
7/9/2024 6:40,93269,13.60945,21.94614,148.7559,146.1911,132.5124,64.11892,109.4296,31.632,86.34682,161.5797
7/9/2024 6:45,93270,13.60891,22.02973,9.403398,72.66261,130.7927,187.2131,137.6315,64.96893,115.4053,144.4704
7/9/2024 6:50,93271,13.60964,22.08395,149.5929,74.36904,191.4789,88.0461,102.578,67.53051,97.44909,207.7204
7/9/2024 6:55,93272,13.61516,22.16755,58.13075,122.2456,47.01752,177.8117,144.472,66.67939,85.4864,75.22803
7/9/2024 7:00,93273,13.60888,22.19465,90.61092,0.85482,114.5459,91.46574,201.7375,39.32172,70.09524,317.993
7/9/2024 7:05,93274,13.61437,22.16755,73.51707,64.96857,102.582,170.1151,276.1165,114.5499,53.00068,60.69433
7/9/2024 7:10,93275,13.61494,22.00036,38.46671,73.51415,69.24007,105.9971,223.1069,133.3513,134.2061,188.0595
7/9/2024 7:15,93276,13.61451,21.80832,72.66273,71.80788,259.8761,140.1963,132.5026,132.5026,84.63071,159.0032
7/9/2024 7:20,93277,13.60998,21.72473,74.37393,146.1832,90.61652,134.215,137.6345,113.6981,31.63029,147.0381
7/9/2024 7:25,93278,13.61061,21.67051,41.88921,72.66496,122.2481,120.5383,98.31142,68.39055,84.63331,134.2165
7/9/2024 7:30,93279,13.61026,21.67051,53.00363,73.52116,118.8307,100.023,26.50181,34.19589,171.8343,118.8307
7/9/2024 7:35,93280,13.61514,21.78121,145.3318,145.3318,128.2339,131.6535,90.61864,59.8425,82.06972,288.9538
7/9/2024 7:40,93281,13.61018,21.88965,1.709755,64.11581,215.4291,130.7963,137.6353,65.82557,5.129265,45.30851
7/9/2024 7:45,93282,13.61508,22.00036,146.1833,66.68009,50.4375,135.0699,101.7299,64.11547,87.19704,188.0721
7/9/2024 7:50,93283,13.61474,22.08395,37.61316,44.45191,115.404,117.9685,155.5817,10.25813,170.9689,155.5817
7/9/2024 7:55,93284,13.61482,22.08395,91.46772,40.17741,100.0161,135.9193,265.8548,18.80645,86.33868,154.7258
7/9/2024 8:00,93285,13.61476,22.08395,71.80459,144.464,100.8683,101.7232,260.719,67.5305,26.49931,230.8005
7/9/2024 8:05,93286,13.61494,22.08395,45.30573,71.80531,233.3672,136.772,148.7396,68.38601,60.69258,31.62853
7/9/2024 8:10,93287,13.61457,22.02973,174.3866,199.1768,251.3218,120.5319,503.4985,47.01599,296.6281,406.902
7/9/2024 8:15,93288,13.60981,21.94614,217.1198,300.8904,364.1458,439.3684,477.8345,285.504,171.8153,570.1532
7/9/2024 8:20,93289,13.60901,21.83543,184.6423,100.8694,465.0249,375.2683,359.0266,339.3656,143.6106,296.6244
7/9/2024 8:25,93290,13.6096,21.75184,201.7581,252.1977,253.0526,310.3314,271.0056,300.0725,270.1507,546.2858
7/9/2024 8:30,93291,13.61475,21.72473,225.6806,218.8418,457.3451,463.3291,235.0839,247.9067,338.5209,283.8104
7/9/2024 8:35,93292,13.60996,21.67051,203.4504,135.9185,293.2079,295.7724,238.4986,183.7892,182.0796,499.2228
7/9/2024 8:40,93293,13.61553,21.72473,182.084,381.2651,235.9399,375.2812,234.2302,163.2772,192.3423,563.3492
7/9/2024 8:45,93294,13.61468,21.86255,227.3947,100.0195,486.4196,477.8709,250.4762,84.63187,427.4337,302.623
7/9/2024 8:50,93295,13.61503,21.94614,147.0393,385.5507,484.7167,260.7383,284.6749,145.3295,184.654,543.7034
7/9/2024 8:55,93296,13.60956,22.05684,348.7747,101.726,248.7584,476.1458,332.5327,213.71,195.7583,583.8557
7/9/2024 9:00,93297,13.61509,22.11332,98.31123,400.084,255.6092,266.7226,368.4534,306.0471,248.7701,282.9654
7/9/2024 9:05,93298,13.60888,22.16755,292.3474,100.0136,435.1018,284.6541,401.764,154.7219,185.4953,295.7667
7/9/2024 9:10,93299,13.61438,22.22403,202.5888,406.0324,460.7399,476.1264,448.7726,84.6257,294.0529,552.204
7/9/2024 9:15,93300,13.61398,22.27825,180.3644,101.7221,223.1048,264.1355,482.9663,153.0106,160.7038,559.8989
7/9/2024 9:20,93301,13.61475,22.30761,259.008,388.0846,255.5887,492.3716,508.613,223.1059,301.7486,267.5561
7/9/2024 9:25,93302,13.61481,22.33473,101.7231,99.15867,458.1815,368.4258,520.583,293.2019,169.2536,273.5412
7/9/2024 9:30,93303,13.61404,22.25113,372.6993,335.9423,315.4267,250.4608,500.0667,158.1408,288.0726,518.0179
7/9/2024 9:35,93304,13.61421,22.16755,127.3681,125.6585,254.7362,490.6664,490.6664,104.288,175.238,539.3911
7/9/2024 9:40,93305,13.61461,22.05684,248.7562,287.2236,449.6418,263.2883,484.6899,94.03155,300.9009,468.4481
7/9/2024 9:45,93306,13.61444,22.00036,194.9147,173.5425,461.6401,477.883,484.7221,152.1702,153.88,298.3563
