date.time.pre,ppf1.ch5.hlv,ppf2.ch6.hlv,ppf3.ch6.llv,ppf4.ch4.llv,ppf5.ch5.llv,ppf6.ch4.hlv,ppf7.ch3.hlv,ppf8.ch3.llv,date.time.post,ppf1.ch1.llv,ppf4.ch2.llv,ppf5.ch1.hlv,ppf6.ch2.hlv
6/25/2024 0:00,0,0,0,0,0,0,0,0,7/30/2024 0:00,0,0,0,0
6/25/2024 0:05,0,0,0,0,0,0,0,0,7/30/2024 0:05,0,0,0,0
6/25/2024 0:10,0,0,0,0,0,0,0,0,7/30/2024 0:10,0,0,0,0
6/25/2024 0:15,0,0,0,0,0,0,0,0,7/30/2024 0:15,0,0,0,0
6/25/2024 0:20,0,0,0,0,0,0,0,0,7/30/2024 0:20,0,0,0,0
6/25/2024 0:25,0,0,0,0,0,0,0,0,7/30/2024 0:25,0,0,0,0
6/25/2024 0:30,0,0,0,0,0,0,0,0,7/30/2024 0:30,0,0,0,0
6/25/2024 0:35,0,0,0,0,0,0,0,0,7/30/2024 0:35,0,0,0,0
6/25/2024 0:40,0,0,0,0,0,0,0,0,7/30/2024 0:40,0,0,0,0
6/25/2024 0:45,0,0,0,0,0,0,0,0,7/30/2024 0:45,0,0,0,0
6/25/2024 0:50,0,0,0,0,0,0,0,0,7/30/2024 0:50,0,0,0,0
6/25/2024 0:55,0,0,0,0,0,0,0,0,7/30/2024 0:55,0,0,0,0
6/25/2024 1:00,0,0,0,0,0,0,0,0,7/30/2024 1:00,0,0,0,0
6/25/2024 1:05,0,0,0,0,0,0,0,0,7/30/2024 1:05,0,0,0,0
6/25/2024 1:10,0,0,0,0,0,0,0,0,7/30/2024 1:10,0,0,0,0
6/25/2024 1:15,0,0,0,0,0,0,0,0,7/30/2024 1:15,0,0,0,0
6/25/2024 1:20,0,0,0,0,0,0,0,0,7/30/2024 1:20,0,0,0,0
6/25/2024 1:25,0,0,0,0,0,0,0,0,7/30/2024 1:25,0,0,0,0
6/25/2024 1:30,0,0,0,0,0,0,0,0,7/30/2024 1:30,0,0,0,0
6/25/2024 1:35,0,0,0,0,0,0,0,0,7/30/2024 1:35,0,0,0,0
6/25/2024 1:40,0,0,0,0,0,0,0,0,7/30/2024 1:40,0,0,0,0
6/25/2024 1:45,0,0,0,0,0,0,0,0,7/30/2024 1:45,0,0,0,0
6/25/2024 1:50,0,0,0,0,0,0,0,0,7/30/2024 1:50,0,0,0,0
6/25/2024 1:55,0,0,0,0,0,0,0,0,7/30/2024 1:55,0,0,0,0
6/25/2024 2:00,0,0,0,0,0,0,0,0,7/30/2024 2:00,0,0,0,0
6/25/2024 2:05,0,0,0,0,0,0,0,0,7/30/2024 2:05,0,0,0,0
6/25/2024 2:10,0,0,0,0,0,0,0,0,7/30/2024 2:10,0,0,0,0
6/25/2024 2:15,0,0,0,0,0,0,0,0,7/30/2024 2:15,0,0,0,0
6/25/2024 2:20,0,0,0,0,0,0,0,0,7/30/2024 2:20,0,0,0,0
6/25/2024 2:25,0,0,0,0,0,0,0,0,7/30/2024 2:25,0,0,0,0
6/25/2024 2:30,0,0,0,0,0,0,0,0,7/30/2024 2:30,0,0,0,0
6/25/2024 2:35,0,0,0,0,0,0,0,0,7/30/2024 2:35,0,0,0,0
6/25/2024 2:40,0,0,0,0,0,0,0,0,7/30/2024 2:40,0,0,0,0
6/25/2024 2:45,0,0,0,0,0,0,0,0,7/30/2024 2:45,0,0,0,0
6/25/2024 2:50,0,0,0,0,0,0,0,0,7/30/2024 2:50,0,0,0,0
6/25/2024 2:55,0,0,0,0,0,0,0,0,7/30/2024 2:55,0,0,0,0
6/25/2024 3:00,0,0,0,0,0,0,0,0,7/30/2024 3:00,0,0,0,0
6/25/2024 3:05,0,0,0,0,0,0,0,0,7/30/2024 3:05,0,0,0,0
6/25/2024 3:10,0,0,0,0,0,0,0,0,7/30/2024 3:10,0,0,0,0
6/25/2024 3:15,0,0,0,0,0,0,0,0,7/30/2024 3:15,0,0,0,0
6/25/2024 3:20,0,0,0,0,0,0,0,0,7/30/2024 3:20,0,0,0,0
6/25/2024 3:25,0,0,0,0,0,0,0,0,7/30/2024 3:25,0,0,0,0
6/25/2024 3:30,0,0,0,0,0,0,0,0,7/30/2024 3:30,0,0,0,0
6/25/2024 3:35,0,0,0,0,0,0,0,0,7/30/2024 3:35,0,0,0,0
6/25/2024 3:40,0,0,0,0,0,0,0,0,7/30/2024 3:40,0,0,0,0
6/25/2024 3:45,0,0,0,0,0,0,0,0,7/30/2024 3:45,0,0,0,0
6/25/2024 3:50,0,0,0,0,0,0,0,0,7/30/2024 3:50,0,0,0,0
6/25/2024 3:55,0,0,0,0,0,0,0,0,7/30/2024 3:55,0,0,0,0
6/25/2024 4:00,0,0,0,0,0,0,0,0,7/30/2024 4:00,0,0,0,0
6/25/2024 4:05,0,0,0,0,0,0,0,0,7/30/2024 4:05,0,0,0,0
6/25/2024 4:10,0,0,0,0,0,0,0,0,7/30/2024 4:10,0,0,0,0
6/25/2024 4:15,0,0,0,0,0,0,0,0,7/30/2024 4:15,0,0,0,0
6/25/2024 4:20,0,0,0,0,0,0,0,0,7/30/2024 4:20,0,0,0,0
6/25/2024 4:25,0,0,0,0,0,0,0,0,7/30/2024 4:25,0,0,0,0
6/25/2024 4:30,0,0,0,0,0,0,0,0,7/30/2024 4:30,0,0,0,0
6/25/2024 4:35,0,0,0,0,0,0,0,0,7/30/2024 4:35,0,0,0,0
6/25/2024 4:40,0,0,0,0,0,0,0,0,7/30/2024 4:40,0,0,0,0
6/25/2024 4:45,0,0,0,0,0,0,0,0,7/30/2024 4:45,0,0,0,0
6/25/2024 4:50,0,0,0,0,0,0,0,0,7/30/2024 4:50,0,0,0,0
6/25/2024 4:55,0,0,0,0,0,0,0,0,7/30/2024 4:55,0,0,0,0
6/25/2024 5:00,0,0,0,0,0,0,0,0,7/30/2024 5:00,0,0,0,0
6/25/2024 5:05,0,0,0,0,0,0,0,0,7/30/2024 5:05,0,0,0,0
6/25/2024 5:10,0,0,0,0,0,0,0,0,7/30/2024 5:10,0,0,0,0
6/25/2024 5:15,0,0,0,0,0,0,0,0,7/30/2024 5:15,0,0,0,0
6/25/2024 5:20,0,0,0,0,0,0,0,0,7/30/2024 5:20,0,0,0,0
6/25/2024 5:25,0,0,0,0,0,0,0,0,7/30/2024 5:25,0,0,0,0
6/25/2024 5:30,0,0,0,0,0,0,0,0,7/30/2024 5:30,0,0,0,0
6/25/2024 5:35,0,0,0,0,0,0,0,0,7/30/2024 5:35,0,0,0,0
6/25/2024 5:40,0,0,0,0,0,0,0,0,7/30/2024 5:40,0,0,0,0
6/25/2024 5:45,0,0,0,0,0,0,0,0,7/30/2024 5:45,0,0,0,0
6/25/2024 5:50,0,0,0,0,0,0,0,0,7/30/2024 5:50,0,0,0,0
6/25/2024 5:55,0,0,0,0,0,0,0,0,7/30/2024 5:55,0,0,0,0
6/25/2024 6:00,0,0,0,0,0,0,0,0,7/30/2024 6:00,0,0,0,0
6/25/2024 6:05,45.3108,0,0,0,117.1241,0,0,0,7/30/2024 6:05,157.3127,319.7552,132.5189,81.22124
6/25/2024 6:10,71.81439,64.97493,168.4219,0,184.6656,0,129.9499,254.7701,7/30/2024 6:10,135.0859,128.2461,84.64243,82.07751
6/25/2024 6:15,141.9131,136.7837,115.4113,103.4427,135.9288,150.4621,100.878,154.7366,7/30/2024 6:15,320.6105,151.3282,85.49614,80.36637
6/25/2024 6:20,70.95563,68.39097,114.5549,29.92105,29.92105,150.4601,130.7977,156.4443,7/30/2024 6:20,171.8369,279.5555,170.982,80.36153
6/25/2024 6:25,37.61352,0.8548527,98.30806,165.8414,134.2119,142.7604,165.8414,191.487,7/30/2024 6:25,100.8824,177.8267,79.50904,3.419744
6/25/2024 6:30,137.6313,69.24305,111.9857,129.9376,153.0186,142.7604,165.8414,50.4363,7/30/2024 6:30,200.9072,108.5754,86.34737,69.24888
6/25/2024 6:35,70.95614,135.0731,125.6693,131.6535,270.1462,150.4612,122.2497,310.3262,7/30/2024 6:35,222.2711,160.7191,47.01888,82.9242
6/25/2024 6:40,72.66776,67.53827,101.7349,147.9003,133.3667,150.465,58.1342,76.94233,7/30/2024 6:40,375.3147,325.7287,11.1141,70.10433
6/25/2024 6:45,139.3575,53.00715,122.2584,64.9765,135.0827,150.4719,82.07558,191.5097,7/30/2024 6:45,186.3684,188.0782,170.9801,164.1409
6/25/2024 6:50,1.709894,105.1585,116.2728,259.9038,66.68585,149.6157,52.15176,146.1959,7/30/2024 6:50,67.53751,60.69827,90.61996,104.2984
6/25/2024 6:55,86.35061,44.45774,101.7398,43.60278,62.41182,143.6327,5.129739,130.8083,7/30/2024 6:55,210.3166,143.6308,88.05939,80.36488
6/25/2024 7:00,71.81911,1.709979,116.2785,188.9527,133.3783,79.51401,83.78896,154.7531,7/30/2024 7:00,293.2533,318.0473,168.4283,82.07674
6/25/2024 7:05,72.67192,56.42761,94.90098,105.1605,107.7254,39.32833,66.68717,117.985,7/30/2024 7:05,206.9042,176.125,83.78764,30.77913
6/25/2024 7:10,36.76207,106.8665,94.0425,131.6595,203.4738,68.39454,165.8568,154.7426,7/30/2024 7:10,104.305,163.2972,91.48061,5.984713
6/25/2024 7:15,50.44184,47.877,115.4178,129.0969,266.7433,74.38033,115.4178,117.1277,7/30/2024 7:15,209.4647,271.0217,166.7168,82.93092
6/25/2024 7:20,141.9168,70.10349,118.834,97.46095,149.6111,74.3781,82.9273,153.8857,7/30/2024 7:20,300.0888,162.4412,34.19815,85.49538
6/25/2024 7:25,5.129694,136.7918,76.94541,129.0973,112.8533,58.13653,15.38908,158.1656,7/30/2024 7:25,270.1667,94.90031,50.44251,50.44251
6/25/2024 7:30,141.0608,64.11855,223.9874,100.0249,135.0764,3.419656,83.78156,111.9937,7/30/2024 7:30,212.8832,182.9599,73.52592,161.586
6/25/2024 7:35,53.00253,69.24524,42.74398,129.0868,105.1502,35.90494,100.0209,281.2553,7/30/2024 7:35,62.41139,221.4322,88.05991,51.29703
6/25/2024 7:40,109.4239,115.408,126.5214,117.1178,65.82533,76.08382,87.19719,35.90472,7/30/2024 7:40,159.0229,293.2518,170.9923,82.07631
6/25/2024 7:45,59.84043,14.53267,114.5517,120.5357,30.77508,74.3731,81.21201,204.3123,7/30/2024 7:45,159.0136,186.3708,35.9063,5.984384
6/25/2024 7:50,91.4662,45.30569,114.5465,146.175,40.17674,57.27323,71.80524,154.7232,7/30/2024 7:50,317.1692,63.26286,64.11776,82.92564
6/25/2024 7:55,70.0946,33.33768,125.6574,115.3997,92.31972,148.7373,45.30505,136.77,7/30/2024 7:55,360.7751,166.7089,86.34665,40.18111
6/25/2024 8:00,43.59631,0.8548295,59.83807,139.3372,133.3534,147.8855,160.7079,145.321,7/30/2024 8:00,160.7258,182.9538,87.20227,162.4356
6/25/2024 8:05,138.4878,35.04938,223.9741,128.2294,230.813,109.4225,82.06685,111.1322,7/30/2024 8:05,647.1646,704.4434,272.7153,206.8875
6/25/2024 8:10,253.9083,181.2409,213.7275,100.0245,316.3167,38.47095,109.4285,575.3544,7/30/2024 8:10,382.1557,704.466,152.1783,153.0333
6/25/2024 8:15,194.927,96.60857,382.1596,248.7884,459.1044,188.9424,189.7974,276.1466,7/30/2024 8:15,415.4947,381.2976,464.2256,121.3997
6/25/2024 8:20,179.5329,282.978,311.1903,483.0289,506.1117,145.3361,368.4698,491.5781,7/30/2024 8:20,479.6122,368.4721,185.5184,235.959
6/25/2024 8:25,198.3462,183.8122,247.0779,221.4296,473.6371,100.0281,264.1767,430.8901,7/30/2024 8:25,753.2101,362.4984,256.4847,306.0718
6/25/2024 8:30,198.3533,106.0164,430.0505,487.3335,472.799,92.33688,167.5743,315.4843,7/30/2024 8:30,753.2088,681.3932,264.1788,465.9464
6/25/2024 8:35,192.3656,319.7544,223.1441,223.1441,472.7919,125.6789,134.2285,574.532,7/30/2024 8:35,753.2054,671.9857,196.6371,277.0018
6/25/2024 8:40,199.2032,182.1042,412.9406,463.3825,472.787,174.4097,275.2937,297.5224,7/30/2024 8:40,801.9601,713.8984,400.98,207.7573
6/25/2024 8:45,168.4279,173.5576,315.4816,254.7792,472.7949,267.6036,277.0082,562.5661,7/30/2024 8:45,661.7603,560.8718,127.3931,119.6982
6/25/2024 8:50,324.0351,224.0032,217.1634,484.7702,483.9152,324.0351,108.5817,388.1581,7/30/2024 8:50,491.6041,354.8099,421.4971,228.2753
6/25/2024 8:55,97.46195,147.9028,421.4802,304.3549,505.2633,182.9549,186.3746,256.4788,7/30/2024 8:55,405.2324,354.7921,155.5956,421.4759
6/25/2024 9:00,300.0781,297.5133,377.0211,252.2024,481.3218,113.7048,328.2905,532.6172,7/30/2024 9:00,364.2018,374.461,360.7821,227.4124
6/25/2024 9:05,186.3625,95.74588,222.2672,460.7771,445.3893,117.9726,124.8116,334.2557,7/30/2024 9:05,366.7513,372.7356,184.658,180.3835
6/25/2024 9:10,177.8185,378.7191,369.3152,253.0493,377.8642,195.7713,201.7555,258.1787,7/30/2024 9:10,370.1678,373.5874,350.5053,367.6031
6/25/2024 9:15,248.7525,94.88496,416.2971,443.6513,300.0416,369.282,276.9615,540.2458,7/30/2024 9:15,373.601,371.0363,185.5181,240.2332
6/25/2024 9:20,104.2958,302.6288,201.7525,445.3944,238.5125,210.3014,102.586,470.186,7/30/2024 9:20,412.0852,334.2849,334.2849,116.273
6/25/2024 9:25,370.1443,156.4351,273.5477,250.4671,241.9188,135.919,319.7089,294.9186,7/30/2024 9:25,420.6212,450.5434,218.8598,229.1188
6/25/2024 9:30,159.8528,214.5618,399.2047,457.333,262.4322,107.7083,199.1749,486.3972,7/30/2024 9:30,419.7744,673.6908,279.5646,464.2311
6/25/2024 9:35,183.7915,170.9689,193.1948,243.6307,260.7276,186.3561,186.3561,536.8423,7/30/2024 9:35,365.0547,673.6841,223.9914,229.9759
6/25/2024 9:40,243.6383,181.2327,233.3799,314.5926,260.7357,356.4813,255.6065,289.8014,7/30/2024 9:40,477.9099,675.4003,250.4966,126.5307
6/25/2024 9:45,123.9543,223.9727,399.2185,487.2688,250.4733,230.8115,111.1315,277.8287,7/30/2024 9:45,677.9384,626.6442,315.4594,203.467
6/25/2024 9:50,389.8194,155.5858,223.1203,253.8955,229.9592,154.7309,402.6424,557.3733,7/30/2024 9:50,791.6696,345.3936,144.484,307.7765
6/25/2024 9:55,100.8794,294.944,196.6293,489.0085,233.3904,92.33028,145.3347,569.3701,7/30/2024 9:55,751.4955,373.6104,488.1729,400.9686
6/25/2024 10:00,266.7294,94.0392,399.2391,365.898,253.0509,167.5607,233.3882,256.4706,7/30/2024 10:00,805.356,329.1529,130.8062,211.1708
6/25/2024 10:05,495.8829,374.4771,276.1555,220.5824,263.3309,297.5297,216.3075,256.4911,7/30/2024 10:05,720.7253,543.7501,626.6805,330.8668
6/25/2024 10:10,248.7878,274.4361,203.476,456.5385,281.2756,279.5657,406.9519,568.5358,7/30/2024 10:10,602.747,716.4567,353.9536,536.9151
6/25/2024 10:15,521.5226,495.874,400.119,249.6469,308.6388,231.6929,555.7209,561.7056,7/30/2024 10:15,548.0317,672.8564,630.9632,600.1845
6/25/2024 10:20,282.9911,275.2965,301.8002,444.5782,360.7923,264.182,273.5866,270.1667,7/30/2024 10:20,543.7621,683.1226,353.1034,474.5094
6/25/2024 10:25,518.1151,532.6497,219.7287,424.0678,436.8924,377.8991,536.9245,273.5921,7/30/2024 10:25,589.0703,684.8263,630.9636,337.7108
6/25/2024 10:30,309.4918,259.0497,430.0397,242.8057,504.4203,477.9169,296.6675,550.5876,7/30/2024 10:30,693.368,535.2014,355.661,454.8357
6/25/2024 10:35,281.2814,461.6776,412.945,456.5479,471.9371,494.1661,535.2041,550.5933,7/30/2024 10:35,797.6747,426.6234,629.2482,601.8896
6/25/2024 10:40,508.704,331.7263,217.161,235.9703,471.0856,229.9855,296.6728,265.894,7/30/2024 10:40,757.4783,371.8996,346.2513,351.381
6/25/2024 10:45,246.2316,412.0959,215.4526,319.759,499.3029,259.9111,532.6467,260.7661,7/30/2024 10:45,754.9102,349.6696,663.4318,300.9381
6/25/2024 10:50,335.9956,347.1099,420.6357,476.2075,366.7738,430.8951,294.9579,568.5421,7/30/2024 10:50,785.6531,327.4267,417.1912,625.7868
6/25/2024 10:55,508.6771,455.6721,408.6515,253.9111,226.5536,477.9,534.3246,538.5992,7/30/2024 10:55,549.7062,334.2692,408.6463,567.6592
6/25/2024 11:00,284.6691,253.0392,304.3309,421.4471,261.5878,344.5095,290.6531,409.479,7/30/2024 11:00,365.0311,359.047,674.4954,336.8203
6/25/2024 11:05,245.3473,528.3088,219.7012,465.9034,249.6216,265.8641,565.0681,295.7845,7/30/2024 11:05,423.1566,368.4454,357.3322,527.4497
6/25/2024 11:10,526.6132,273.5653,211.1582,253.9028,477.0295,343.6664,284.6789,256.4675,7/30/2024 11:10,378.7014,376.1368,634.3034,602.6738
6/25/2024 11:15,466.7738,491.5658,325.7158,471.0482,471.9032,477.0325,493.2756,530.8911,7/30/2024 11:15,481.3044,377.0075,334.2629,327.4237
6/25/2024 11:20,282.9392,270.972,406.0306,312.8572,499.2039,484.6723,429.965,535.1056,7/30/2024 11:20,669.3845,367.6058,656.561,320.5865
6/25/2024 11:25,454.7717,526.5778,413.7397,248.7567,312.8693,229.9503,322.2724,500.0779,7/30/2024 11:25,788.244,339.4066,406.091,623.2428
6/25/2024 11:30,512.0395,305.1721,313.7204,457.3308,260.7213,254.7375,574.4417,260.7213,7/30/2024 11:30,809.6128,542.8766,536.8921,606.9958
6/25/2024 11:35,254.7338,347.0534,211.1384,253.0242,242.7664,448.776,296.6195,296.6195,7/30/2024 11:35,790.7913,718.124,492.4279,379.5798
6/25/2024 11:40,266.7162,506.0768,211.1503,475.3019,335.9598,475.3019,535.142,381.2673,7/30/2024 11:40,768.5565,670.2428,455.6625,335.9763
6/25/2024 11:45,508.6524,250.4792,337.6768,356.4841,494.1194,427.439,297.4975,547.9767,7/30/2024 11:45,753.1668,711.2767,556.5398,324.862
6/25/2024 11:50,336.8188,493.26,398.3694,225.6857,471.0334,256.461,534.2938,557.3753,7/30/2024 11:50,757.4764,547.1613,397.5469,616.4114
6/25/2024 11:55,249.6227,275.2688,410.3387,457.3566,488.132,232.5252,297.4955,313.7381,7/30/2024 11:55,753.205,326.5883,601.0251,601.8801
6/25/2024 12:00,510.3763,495.843,194.0627,248.7764,427.4508,480.4547,534.3135,295.796,7/30/2024 12:00,757.4928,376.1815,385.5861,565.9822
6/25/2024 12:05,786.5134,273.5699,218.8559,430.8726,260.7463,476.1826,297.5072,396.6763,7/30/2024 12:05,759.2135,354.8126,955.0016,916.528
6/25/2024 12:10,779.7121,755.7736,357.368,452.2672,262.4689,371.9021,820.7496,533.4872,7/30/2024 12:10,758.32,624.9514,954.0982,913.0617
6/25/2024 12:15,778.8342,753.1865,400.9585,253.9119,262.4611,724.9741,813.886,536.8912,7/30/2024 12:15,772.024,699.3528,954.1293,914.8015
6/25/2024 12:20,778.8638,754.0701,359.081,458.2558,294.9594,721.5818,812.207,273.5855,7/30/2024 12:20,645.4958,674.5645,958.4116,916.5185
6/25/2024 12:25,778.0103,752.3616,218.0139,256.4869,505.2792,720.7282,810.4987,263.3266,7/30/2024 12:25,423.1909,674.5406,966.0721,917.3411
6/25/2024 12:30,778.8616,748.9382,212.0282,248.7911,479.6283,720.7248,810.4948,571.9631,7/30/2024 12:30,412.0753,674.5381,967.7784,918.1926
6/25/2024 12:35,777.1528,746.3745,280.4247,456.5452,276.15,718.1609,810.496,565.1243,7/30/2024 12:35,761.7328,674.5311,960.074,918.183
6/25/2024 12:40,778.0096,745.5213,396.6994,232.5479,259.9065,718.1627,809.6429,280.4254,7/30/2024 12:40,701.0675,688.2431,961.8304,918.2275
6/25/2024 12:45,777.1522,745.519,416.3621,260.7607,475.3538,718.1605,808.7855,291.5389,7/30/2024 12:45,427.4674,687.3676,969.496,918.2
6/25/2024 12:50,776.2903,743.8024,400.1144,455.6858,502.7078,718.154,808.7782,460.8155,7/30/2024 12:50,667.7236,701.922,967.8145,919.0818
6/25/2024 12:55,777.0861,742.036,398.3742,253.8994,240.2213,718.0994,808.7167,531.7355,7/30/2024 12:55,777.1479,700.2026,963.5266,919.0693
6/25/2024 13:00,776.2161,742.8764,399.2213,227.3937,296.6376,718.0854,809.5558,503.5146,7/30/2024 13:00,376.179,709.6104,966.096,919.0736
6/25/2024 13:05,776.2562,742.9148,399.2419,456.5207,471.0541,718.1224,809.5976,274.4254,7/30/2024 13:05,394.9796,722.4194,969.4954,919.0542
6/25/2024 13:10,776.2096,742.8702,399.2179,308.6031,241.9243,719.7891,806.9844,259.0215,7/30/2024 13:10,749.7614,697.6115,966.9101,918.1799
6/25/2024 13:15,776.2353,742.8948,399.2311,223.9798,262.4496,717.2482,808.7209,542.8517,7/30/2024 13:15,760.0267,616.3996,964.3533,919.0424
6/25/2024 13:20,776.1669,742.8293,399.196,457.323,471.8548,718.0399,808.6497,530.8366,7/30/2024 13:20,572.7864,509.5235,963.4781,919.023
6/25/2024 13:25,776.1798,742.8417,398.3478,324.833,229.0927,718.0518,808.6631,439.3793,7/30/2024 13:25,426.6182,393.2753,967.7991,918.2123
6/25/2024 13:30,776.1801,741.9871,399.2028,223.109,271.834,718.0521,809.5182,293.2046,7/30/2024 13:30,518.9642,335.1466,969.5311,917.3782
6/25/2024 13:35,747.1492,742.02,399.2204,456.4962,461.6253,718.0839,810.4089,264.1523,7/30/2024 13:35,761.7526,377.884,963.5188,915.6421
6/25/2024 13:40,774.5194,742.0341,399.228,315.45,292.3683,718.9523,810.4243,565.9292,7/30/2024 13:40,788.282,377.8966,963.5508,913.9625
6/25/2024 13:45,760.8771,742.0689,404.3763,233.3926,233.3926,720.6959,808.7525,543.7279,7/30/2024 13:45,371.0458,348.8173,968.6519,913.0805
6/25/2024 13:50,773.6698,742.0391,406.9247,465.9117,483.8642,721.5219,810.4298,317.1619,7/30/2024 13:50,393.2893,387.3045,967.8337,913.9702
6/25/2024 13:55,776.2524,741.2014,413.7733,377.8674,420.6125,721.5386,809.5936,294.0868,7/30/2024 13:55,761.7654,545.4617,964.39,913.9476
6/25/2024 14:00,776.2368,739.4766,418.8943,253.9012,259.8854,721.524,810.4322,404.3612,7/30/2024 14:00,760.9016,684.8115,963.5237,913.9369
6/25/2024 14:05,776.2681,740.3614,427.4604,488.1598,432.5899,721.5531,810.4648,528.341,7/30/2024 14:05,522.369,700.1967,965.2284,914.7869
6/25/2024 14:10,776.2534,741.2023,409.4993,412.0641,475.327,732.6533,810.4496,478.7466,7/30/2024 14:10,426.6101,674.5399,967.7809,916.4851
6/25/2024 14:15,777.1419,741.2344,370.1897,258.1924,231.6892,731.83,809.6297,294.0999,7/30/2024 14:15,566.8276,674.5504,966.9411,918.2094
6/25/2024 14:20,777.1053,741.1995,320.588,491.5683,226.5489,731.7956,810.4465,310.3292,7/30/2024 14:20,760.8557,722.3854,961.7558,918.1562
6/25/2024 14:25,776.2317,741.1816,274.4167,396.6646,480.443,730.923,810.4269,539.4297,7/30/2024 14:25,730.1377,662.5957,962.6874,917.3744
6/25/2024 14:30,776.217,742.0225,245.3461,258.1691,429.142,730.0544,810.4116,559.0814,7/30/2024 14:30,419.7814,534.3449,969.5154,917.3633
6/25/2024 14:35,777.0835,742.0336,221.4132,494.974,259.8827,730.0652,810.4237,259.0278,7/30/2024 14:35,452.2697,450.5598,967.8059,917.3637
6/25/2024 14:40,777.0125,741.9658,204.297,429.964,445.3504,729.9986,810.3497,285.503,7/30/2024 14:40,759.1801,366.7661,960.0892,917.3427
6/25/2024 14:45,776.1788,741.986,193.1899,258.1564,495.7971,730.0184,808.6621,487.2488,7/30/2024 14:45,728.3902,342.8221,961.7828,917.3271
6/25/2024 14:50,777.0392,741.9912,200.0299,488.1071,259.0131,730.0236,808.6678,529.1389,7/30/2024 14:50,425.7645,377.8874,969.512,915.6502
6/25/2024 14:55,777.0504,741.147,206.8715,452.2108,382.9687,730.889,806.9698,484.6948,7/30/2024 14:55,449.7015,377.8861,968.6537,913.9372
6/25/2024 15:00,776.1536,738.5426,213.6987,258.148,484.6686,730.8494,810.3453,277.8083,7/30/2024 15:00,760.071,377.898,960.1346,913.1111
6/25/2024 15:05,777.0115,738.5455,217.1187,497.4925,252.1654,729.9976,810.3486,268.4066,7/30/2024 15:05,703.6201,360.787,959.2488,913.0818
6/25/2024 15:10,777.9143,738.5912,218.8418,419.7318,341.9404,730.8975,810.3986,482.1359,7/30/2024 15:10,426.6063,342.8239,967.7722,913.0571
6/25/2024 15:15,776.2257,738.6113,221.4124,251.333,466.7613,730.0625,810.4207,530.8768,7/30/2024 15:15,483.9114,339.4219,967.8228,913.1049
6/25/2024 15:20,777.1148,738.6438,221.4221,465.9269,292.3798,730.0947,810.4564,458.2327,7/30/2024 15:20,760.0509,398.4069,960.1093,913.942
6/25/2024 15:25,778.8298,739.5036,220.5687,297.5113,257.3302,730.0995,810.4617,294.0916,7/30/2024 15:25,752.3548,506.1296,959.2524,913.9401
6/25/2024 15:30,777.9496,742.0442,196.6246,233.3849,479.5931,730.9307,807.8707,321.4385,7/30/2024 15:30,387.2922,645.487,966.9481,913.0862
6/25/2024 15:35,777.1005,742.0497,210.3044,465.0634,491.5652,730.9361,810.4414,532.6002,7/30/2024 15:35,378.7551,716.4713,966.9797,912.2612
6/25/2024 15:40,777.963,742.057,272.7145,241.9379,224.8398,730.9432,810.4493,535.1701,7/30/2024 15:40,773.7405,682.2596,963.5421,914.8092
6/25/2024 15:45,778.8235,742.0624,344.529,280.4107,229.116,730.0937,810.4553,281.2656,7/30/2024 15:45,760.9221,674.5703,960.9848,915.6714
6/25/2024 15:50,778.8282,742.0668,414.6341,465.0741,490.7216,730.098,810.4601,281.2673,7/30/2024 15:50,551.4585,676.2848,961.8463,917.3876
6/25/2024 15:55,778.8594,742.0966,413.7958,244.5157,475.3522,730.1273,810.4926,540.3284,7/30/2024 15:55,426.6214,701.9161,966.0965,916.5092
6/25/2024 16:00,778.8578,743.8049,398.4059,380.452,253.9196,728.4159,808.781,531.7778,7/30/2024 16:00,541.1833,552.2977,964.3836,916.5064
6/25/2024 16:05,281.2756,742.9438,398.4025,495.8658,269.3064,728.4098,808.7742,289.825,7/30/2024 16:05,757.4935,383.8765,313.7699,601.036
6/25/2024 16:10,341.1328,484.7676,405.2555,258.2007,466.8133,728.4339,291.5446,299.2393,7/30/2024 16:10,766.8931,349.6759,478.7738,507.8422
6/25/2024 16:15,525.7865,245.3671,419.7743,474.4903,487.3143,477.91,535.1909,531.7711,7/30/2024 16:15,426.6202,374.4682,660.8765,335.1405
6/25/2024 16:20,545.4608,339.4168,370.1952,450.5609,247.0818,373.615,295.8142,537.7662,7/30/2024 16:20,390.7206,323.1781,330.0178,309.4986
6/25/2024 16:25,253.9094,497.5598,270.1527,258.1839,259.8938,269.2978,541.1604,270.1527,7/30/2024 16:25,421.4953,559.9988,636.0902,631.8154
6/25/2024 16:30,288.0985,274.4203,205.174,480.4492,226.5463,335.9725,294.9377,257.3224,7/30/2024 16:30,424.0552,672.8457,357.3691,597.6101
6/25/2024 16:35,512.9084,532.5699,221.4055,347.0681,394.0847,482.1339,546.2475,555.6508,7/30/2024 16:35,420.6439,686.5387,632.6758,566.8433
6/25/2024 16:40,338.5194,297.4868,239.3572,224.8248,498.3759,467.6013,272.6962,542.8279,7/30/2024 16:40,424.0596,533.4944,356.5179,312.06
6/25/2024 16:45,264.9925,365.0057,415.4398,466.7286,467.5834,263.2828,571.016,357.3124,7/30/2024 16:45,415.5147,342.8424,631.8218,336.0026
