"","X.2","X.1","X","X.x","full_plant_ID","chamber","treatment","replicate","unique_id","disc_wet_weight","focal_dry_weight","stem_dry_weight","total_leaves_dry_weight","above_biomass_dry_weight","root_biomass_dry_weight","area_focal","disc_area","total_leaf_area","combined_leaf_areas","SLA_focal.x","machine","photo_resp_20","anet_420_20","ci_420_20","gsw_420_20","vpd_leaf_20","temperature_leaf_20","vcmax_tleaf_20","vcmax_tleaf_se_20","jmax_tleaf_20","jmax_tleaf_se_20","rd_tleaf_20","rd_tleaf_se_20","aci_RMSE_20","aci_ci_transistion_20","aci_ci_transition_set_20","aci_km_20","aci_gammastar_20","aci_fitmethod_20","aci_tcorrect_20","aci_fittpu_20","photo_resp_25","anet_420_25","ci_420_25","gsw_420_25","vpd_leaf_25","temperature_leaf_25","vcmax_tleaf_25","vcmax_tleaf_se_25","jmax_tleaf_25","jmax_tleaf_se_25","rd_tleaf_25","rd_tleaf_se_25","aci_RMSE_25","aci_ci_transistion_25","aci_ci_transition_set_25","aci_km_25","aci_gammastar_25","aci_fitmethod_25","aci_tcorrect_25","aci_fittpu_25","photo_resp_31","anet_420_31","ci_420_31","gsw_420_31","vpd_leaf_31","temperature_leaf_31","vcmax_tleaf_31","vcmax_tleaf_se_31","jmax_tleaf_31","jmax_tleaf_se_31","rd_tleaf_31","rd_tleaf_se_31","aci_RMSE_31","aci_ci_transistion_31","aci_ci_transition_set_31","aci_km_31","aci_gammastar_31","aci_fitmethod_31","aci_tcorrect_31","aci_fittpu_31","X.y","chlA.ugml","chlB.ugml","chlA.gml","chlB.gml","chlA.g","chlB.g","chlA.gm2","chlB.gm2","chlA.mmolm2","chlB.mmolm2","chl.mmolm2","chlA.chlB","Ambient.Humidity_dark","Ambient.Temperature_dark","ECSt.mAU_dark","gH._dark","Leaf.Angle_dark","Leaf.Temperature.Differential_dark","LEF_dark","Light.Intensity..PAR._dark","NPQt_dark","Phi2_dark","PhiNO_dark","PhiNPQ_dark","PS1.Active.Centers_dark","PS1.Open.Centers_dark","PS1.Over.Reduced.Centers_dark","PS1.Oxidized.Centers_dark","Relative.Chlorophyll_dark","Thickness_dark","vH._dark","time_dark","Trifoliate.set._dark","Ambient.Humidity_light","Ambient.Temperature_light","ECSt.mAU_light","gH._light","Leaf.Angle_light","Leaf.Temperature.Differential_light","LEF_light","Light.Intensity..PAR._light","NPQt_light","Phi2_light","PhiNO_light","PhiNPQ_light","PS1.Active.Centers_light","PS1.Open.Centers_light","PS1.Over.Reduced.Centers_light","PS1.Oxidized.Centers_light","Relative.Chlorophyll_light","Thickness_light","vH._light","time_light","Trifoliate.set._light","resp_20","resp_25","resp_31","c13","total_c","n15","total_n","weight_mg","nitrogen_g.g","SLA_focal.y","nitrogen_area"
"11",11,11,11,11,"5.HTVHLV.2.11",5,"HTVHLV",2,11,0.0473,0.1567,1.18,1.85,3.1867,NA,43.15,3.084,559.47,605.704,275.3669432,"gibson","photosynthesis",8.003002023,353.8548317,0.295660249,1.363124358,20.01730607,28.72562707,1.126554613,66.34129059,NA,3.105789301,0.38084651,4.489137628,446.9546434,NA,462.2285622,32.98292411,"bilinear",FALSE,FALSE,"photosynthesis",8.466827443,299.053972,0.142075791,1.82095985,24.99444876,39.70838662,0.79615411,66.81573987,NA,1.881955623,0.175934197,2.726343163,350.231995,NA,709.9820866,42.73789224,"bilinear",FALSE,FALSE,"photosynthesis",8.948720001,325.7512245,0.232828126,2.502388991,31.02016991,54.06598383,0.758418228,66.45587946,NA,0.673693523,0.107818923,2.506816815,347.1057877,NA,1194.158507,57.82513098,"bilinear",FALSE,FALSE,3,3.92334,1.12143,3.92e-06,1.12e-06,3.92e-05,1.12e-05,0.127215953,0.03636284,0.142377761,0.04007057,0.182448331,3.498515289,41.532,25.59,3e-05,2500.055,5.69,-0.2,0.2830185,1.154,1.397,0.545,0.19,0.265,1.274,0.563,0.143,0.295,45.91,1.39,0.075,"7/10/2024 14:59",3,52.063,24.5,0.00041,241.53,1.415,-0.77,87.6277521,766.647,0.222,0.254,0.611,0.135,2.838,0.658,-0.006,0.348,46.08,1.3,0.099,"7/10/2024 8:04",3,-0.699521763666667,-0.999002161833333,-1.46564016183333,-33.48,941.53,21.52,120.08,2.074,0.0578977820636451,275.3669432,0.000210256835445908
"12",12,12,12,12,"5.HTVHLV.2.12",5,"HTVHLV",2,12,0.0466,0.1623,1.44,2.15,3.7523,NA,38.761,3.108,579.85,621.719,238.823167,"gibson","photosynthesis",14.27921399,288.6434582,0.227615695,1.378065088,19.99537082,49.62430247,0.568814101,102.4597357,NA,2.761948358,0.164813288,3.413244878,324.7007289,NA,461.3529055,32.94456295,"bilinear",FALSE,FALSE,"photosynthesis",15.82231081,298.4550086,0.301134298,1.850329022,25.02534457,72.22516291,0.980483971,123.5315599,NA,2.380570008,0.208656475,5.960942701,345.4770268,NA,711.8782122,42.8055359,"bilinear",FALSE,FALSE,"photosynthesis",16.95336389,332.847705,0.653960272,2.484393164,31.09542134,92.92863768,2.126986709,104.0945276,NA,-0.318072066,0.269855922,4.021599351,284.2878787,NA,1201.933949,58.03953409,"bilinear",FALSE,FALSE,4,3.980916667,1.164583333,3.98e-06,1.16e-06,3.98e-05,1.16e-05,0.128086122,0.037470506,0.143351638,0.041291179,0.184642817,3.418318426,46.482,23.72,5e-05,-1353.487,3.871,-0.19,0.3171996,1.207,0.908,0.584,0.218,0.198,1.155,0.236,0.331,0.434,42.28,1.26,-0.068,"7/8/2024 15:15",3,48.812,24.66,0.00047,143.431,4.123,-1.75,102.5065485,596.315,0.223,0.382,0.505,0.113,3.534,0.337,0.067,0.596,41.55,1.16,0.067,"7/8/2024 7:55",3,-0.790699830583333,-1.224572909,-1.89190984166667,-32.74,949.55,16.22,108.78,2.068,0.0526015473887814,238.823167,0.000220253118864224
"13",13,13,13,13,"5.HTVHLV.2.13",5,"HTVHLV",2,13,0.0434,0.1504,1.37,2.25,3.7704,NA,39.494,3.141,575.34,617.975,262.5930851,"ozzie","photosynthesis",10.82743082,233.6836721,0.107051796,1.333042421,19.99204095,49.95554968,1.590198034,98.60904186,NA,3.136798813,0.40050409,3.745840981,293.0364209,NA,461.2226408,32.93880168,"bilinear",FALSE,FALSE,"photosynthesis",15.1732865,289.5584778,0.254536567,1.720755839,25.0134826,61.62337459,0.634084746,102.5362173,NA,0.264901793,0.129690727,2.683066131,332.2490902,NA,711.1515849,42.77959014,"bilinear",FALSE,FALSE,"photosynthesis",13.50774655,272.0247349,0.194792317,2.440272354,31.02087283,91.84722431,1.0884585,108.3785624,NA,0.246320813,0.138901227,2.921432027,310.5562505,NA,1194.237897,57.82722667,"bilinear",FALSE,FALSE,5,3.905323333,1.115636667,3.91e-06,1.12e-06,3.91e-05,1.12e-05,0.124333758,0.035518519,0.139152061,0.039140157,0.178292218,3.500533328,39.207,25.1,0.00033,4.501,4.073,0.29,0.34480485,1.443,0.986,0.531,0.236,0.233,0.536,0.332,0.018,0.65,37.11,1.21,0.001,"7/12/2024 13:52",4,47.312,27.91,0.00087,165.327,4.491,-0.7,288.7895439,2050.334,0.469,0.313,0.467,0.219,2.937,0.739,-0.11,0.371,38.57,1.16,0.144,"7/12/2024 8:37",4,-0.917072512833333,-1.43582877816667,-2.22091247916667,-31.97,946.11,16.6,110.83,2.065,0.0536707021791768,262.5930851,0.000204387340050246
"14",14,14,14,14,"5.HTVHLV.2.14",5,"HTVHLV",2,14,0.0411,0.1125,1.17,1.77,3.0525,NA,31.964,2.991,503.76,538.715,284.1244444,"gibson","photosynthesis",9.078861768,256.0769073,0.102776854,1.420873293,19.99314369,49.109303,1.937976038,97.99155713,NA,6.26524226,0.54549402,4.341962984,300.7700385,NA,461.2639442,32.94066679,"bilinear",FALSE,FALSE,"photosynthesis",11.87649981,306.4755529,0.231194689,1.837759644,25.01469903,55.2645368,1.148989553,94.79463244,NA,2.516791252,0.254388551,3.999669715,356.7786022,NA,711.2248059,42.78222709,"bilinear",FALSE,FALSE,"photosynthesis",9.591777204,257.6575219,0.117705599,2.617730866,30.98842767,86.15668888,1.745694489,103.9854528,NA,2.235373183,0.210456649,2.791343518,324.3641341,NA,1190.894206,57.73490525,"bilinear",FALSE,FALSE,6,3.892443333,1.052976667,3.89e-06,1.05e-06,3.89e-05,1.05e-05,0.130138527,0.035204837,0.145648652,0.038794491,0.184443143,3.696609295,47.492,22.32,2e-05,137.373,4.3,0.11,0.36030015,1.611,1.433,0.497,0.207,0.296,0.729,0.558,0.02,0.421,39.79,1.32,0.003,"7/13/2024 13:31",4,51.815,24.55,0.00066,65.551,6.792,-0.32,84.42299925,658.269,0.235,0.285,0.579,0.136,1.478,1.013,-0.096,0.083,40.38,1.17,0.043,"7/13/2024 7:48",4,-1.02227296025,-1.44412321658333,-2.098293872,-33.08,900.2,19.21,109.81,1.968,0.0557977642276423,284.1244444,0.000196384947959945
"15",15,15,15,15,"5.HTVHLV.2.15",5,"HTVHLV",2,15,0.0449,0.1183,0.78,1.3,2.1983,NA,35.484,3.165,350.34,388.989,299.9492815,"ozzie","photosynthesis",11.1641909,347.3268296,0.394151493,1.307658389,20.01771652,44.39469304,2.997080548,102.0512193,NA,5.746283082,1.023802351,8.003113139,424.9093543,NA,462.2418959,32.98357076,"bilinear",FALSE,FALSE,"photosynthesis",12.46172716,322.0899149,0.303323209,1.722931595,25.01732689,46.17888091,0.556535126,79.19702346,NA,0.225963348,0.125236783,2.85030372,361.6880291,NA,711.3860459,42.7879799,"bilinear",FALSE,FALSE,"photosynthesis",10.68884427,279.4868072,0.159474924,2.458351757,31.00969375,80.23592397,2.136460115,97.86221867,NA,1.858021426,0.308346107,4.705298805,333.3671629,NA,1193.08495,57.79540509,"bilinear",FALSE,FALSE,7,3.883243333,1.111616667,3.88e-06,1.11e-06,3.88e-05,1.11e-05,0.122693312,0.03512217,0.137316104,0.038703395,0.176019499,3.493329535,45.957,22.31,6e-05,218.424,7.529,0.56,0.33057945,1.343,0.887,0.547,0.24,0.213,0.935,0.343,0.165,0.493,39.66,0.53,0.013,"7/15/2024 14:58",4,55.746,26.73,0.00068,286.984,4.136,0.2,131.6164167,2119.427,0.481,0.138,0.582,0.28,1.413,1.061,-0.473,0.412,39.12,0.52,0.195,"7/15/2024 9:35",4,-0.938369766916667,-1.1837721165,-1.92915230808333,-32.7,939.23,14.32,127.27,2.026,0.0628183613030602,299.9492815,0.000209429944252293
"16",16,16,16,16,"5.HTVLLV.2.16",5,"HTVLLV",2,16,0.0395,0.0969,0.65,1.14,1.8869,NA,33.07,2.967,297.42,333.457,341.2796698,"yadi","photosynthesis",7.697973724,379.1212659,0.718806264,1.214665714,20.01838825,27.02178568,1.47723824,65.77573593,NA,3.266616212,0.54354513,4.827956815,515.6379128,NA,462.2686247,32.98474351,"bilinear",FALSE,FALSE,"photosynthesis",8.943735652,326.8117655,0.213307543,1.658848052,24.98540349,37.17233529,1.452929888,65.82840518,NA,1.422967393,0.33739636,3.881588555,390.4628724,NA,709.4395322,42.71831922,"bilinear",FALSE,FALSE,"photosynthesis",9.455837191,337.1346328,0.302036382,2.292616956,31.00899261,49.13804806,0.779930529,61.83364751,NA,-0.401273307,0.119519976,2.254719277,363.7939283,NA,1193.005983,57.79331777,"bilinear",FALSE,FALSE,8,3.590223333,0.952716667,3.59e-06,9.53e-07,3.59e-05,9.53e-06,0.121005168,0.032110437,0.135426764,0.035384571,0.170811335,3.768406137,45.991,22.42,5e-05,-1514.964,6.276,0.05,0.30631725,1.249,1.041,0.545,0.223,0.232,1.344,0.384,0.243,0.373,42.1,0.35,-0.076,"7/17/2024 14:41",4,57.695,23.84,0.00082,45.9,0.445,0.73,40.9763952,1468.688,0.552,0.062,0.604,0.334,2.589,0.475,0.148,0.377,42.97,0.24,0.038,"7/17/2024 7:39",4,-0.863092922083333,-1.27367440816667,-1.73085847866667,-32.71,918.58,19.75,130.35,1.977,0.0659332321699545,341.2796698,0.000193194139599916
"17",17,17,17,17,"5.HTVLLV.2.17",5,"HTVLLV",2,17,0.0417,0.1225,0.84,1.42,2.3825,NA,34.913,3.109,359.49,397.512,285.0040816,"gibson","photosynthesis",7.158800838,228.2007816,0.066498001,1.485732659,20.00073805,53.92585541,3.089517228,103.3660379,NA,8.16137062,0.803891596,5.220382875,272.6630366,NA,461.5656697,32.95391447,"bilinear",FALSE,FALSE,"photosynthesis",11.15977689,302.7449645,0.205704517,1.914008151,25.01064805,49.34568425,0.607213085,85.39887024,NA,1.607835864,0.13451028,4.745773205,366.4866492,NA,710.9756149,42.77334727,"bilinear",FALSE,FALSE,"photosynthesis",11.41523108,342.1919786,0.454029405,2.709076555,31.01016333,65.94131317,2.011720099,83.85456452,NA,1.072299956,0.248539747,8.576999672,365.0590847,300,1193.141077,57.79684746,"bilinear",FALSE,FALSE,9,3.791396667,1.069763333,3.79e-06,1.07e-06,3.79e-05,1.07e-05,0.121949073,0.034408599,0.136483165,0.037917065,0.174400229,3.544145278,42.083,25.19,5e-05,0.776,5.221,0.48,0.3239316,1.343,1.094,0.536,0.222,0.243,0.842,0.287,0.274,0.439,39.16,0.56,0,"7/14/2024 13:55",4,53.503,24.14,0.00065,73.873,3.676,-0.37,142.9881377,1535.031,0.435,0.207,0.553,0.24,2.158,1.028,0.12,-0.147,41.2,1.27,0.048,"7/14/2024 7:59",4,-0.724063123,-1.19694768,-1.79473903766667,-33.01,903.65,23.78,115.97,1.955,0.0593196930946292,285.0040816,0.000208136293212403
"18",18,18,18,18,"5.HTVLLV.2.18",5,"HTVLLV",2,18,0.0383,0.0906,0.61,1.01,1.7106,NA,30.24,2.94,253.04,286.22,333.7748344,"ozzie","photosynthesis",7.810347731,330.7920601,0.184615807,1.31776862,20.00140664,20.74377788,0.523018277,47.76824719,NA,0.428303542,0.132988291,2.94358024,451.1053674,300,461.593269,32.95510492,"bilinear",FALSE,FALSE,"photosynthesis",7.990515448,322.4764529,0.175686266,1.735938676,24.99758139,27.81349036,0.77270049,49.25916221,NA,-0.14041699,0.139277951,2.111666481,396.3058748,300,710.17268,42.74472036,"bilinear",FALSE,FALSE,"photosynthesis",7.684845906,342.5802903,0.261281875,2.371791002,31.0204268,41.31546664,1.43887096,47.67652008,NA,-0.44275321,0.153663435,2.564405058,311.8884827,300,1194.182562,57.82582869,"bilinear",FALSE,FALSE,10,3.127693333,0.860966667,3.13e-06,8.61e-07,3.13e-05,8.61e-06,0.106384127,0.02928458,0.119063163,0.032270577,0.15133374,3.632769368,43.175,24.92,7e-05,69.202,3.845,1.87,0.3774168,1.384,0.994,0.606,0.198,0.196,1.165,0.285,0.237,0.478,39.95,0.23,0.005,"7/17/2024 13:20",4,56.555,23.35,0.00071,44.936,4.136,0.24,118.6174908,1402.098,0.44,0.188,0.564,0.248,5.483,0.206,0.049,0.745,41.65,0.33,0.032,"7/17/2024 7:34",4,-0.784396196166667,-0.991151296416667,-1.66303785708333,-32.63,922.02,14.64,132.4,1.984,0.0667338709677419,333.7748344,0.000199936795977156
"19",19,19,19,19,"5.HTVLLV.2.19",5,"HTVLLV",2,19,0.0393,0.0927,0.7,1.21,2.0027,NA,32.201,2.986,333.17,368.357,347.3678533,"ozzie","photosynthesis",6.702177088,334.9143772,0.164195413,1.319094178,19.99418767,27.46581057,1.810133353,61.49320137,NA,3.60891865,0.610885339,4.959001845,413.4002557,NA,461.3058036,32.94249683,"bilinear",FALSE,FALSE,"photosynthesis",7.053821068,313.4897698,0.135168582,1.737623125,24.99453602,27.15370246,0.755713075,46.84521706,NA,0.329869149,0.169930554,2.143499249,375.2296828,NA,709.9882597,42.73809832,"bilinear",FALSE,FALSE,"photosynthesis",6.498344938,346.1962402,0.23022791,2.353031452,31.01029754,31.8151644,0.745566489,40.13471569,NA,-0.40819435,0.124368102,2.946648472,371.1886305,NA,1193.141302,57.79704241,"bilinear",FALSE,FALSE,11,3.708136667,0.949053333,3.71e-06,9.49e-07,3.71e-05,9.49e-06,0.124184081,0.031783434,0.138984546,0.035024225,0.174008771,3.90719524,40.023,24.97,33.12028,0,4.406,0.5,0.2933388,1.384,1.833,0.471,0.187,0.343,0.757,0.627,-0.121,0.494,41.13,0.25,0,"7/16/2024 14:04",4,49.239,25.61,3e-04,415.747,5.039,-0.62,126.9774018,1720.561,0.31,0.164,0.638,0.198,3.69,0.428,0.022,0.55,42.05,0.55,0.125,"7/16/2024 7:47",4,-0.597531043833333,-0.8791738815,-1.37151005691667,-33.38,994.23,17.56,142.67,2.071,0.0688894253983583,347.3678533,0.000198318366952807
"20",20,20,20,20,"5.HTVLLV.2.20",5,"HTVLLV",2,20,0.0424,0.1145,0.67,1.1,1.8845,NA,38.18,3.111,320.48,361.771,333.4497817,"gibson","photosynthesis",4.239409839,306.3695968,0.069513868,1.408428199,19.99940325,29.42545255,1.934657379,62.80365776,NA,5.909771463,0.621008565,4.914059136,366.2692055,NA,461.5130414,32.95159544,"bilinear",FALSE,FALSE,"photosynthesis",5.356250215,354.7743868,0.201325033,1.768812496,25.01659795,23.3208053,0.661709227,41.41646797,NA,1.580954138,0.180924775,3.325686346,401.8804053,NA,711.3454446,42.78645978,"bilinear",FALSE,FALSE,"photosynthesis",4.618365277,351.2405829,0.181264401,2.665148509,31.00597771,44.15193736,2.209501483,57.48349525,NA,3.535660601,0.354510385,3.969728759,389.26281,NA,1192.718619,57.78505941,"bilinear",FALSE,FALSE,13,3.635916667,1.192243333,3.64e-06,1.19e-06,3.64e-05,1.19e-05,0.116872924,0.038323476,0.130802032,0.042231122,0.173033154,3.04964311,42.177,22.53,14.10285,0,3.982,0.24,0.3056616,1.272,1.272,0.534,0.205,0.261,1.176,0.578,0.125,0.297,40.47,1.25,0,"7/11/2024 15:45",3,49.338,26.4,0.00043,62.136,17.219,-0.83,79.3963566,1336.639,0.432,0.132,0.606,0.262,1.831,1.122,-0.119,-0.003,39.27,1.17,0.027,"7/11/2024 7:42",3,-0.52106919875,-1.08900258191667,-1.42346190166667,-34.2,909.39,17.62,115.97,1.981,0.0585411408379606,333.4497817,0.00017556209075773
"21",21,21,21,21,"4.LTVHLV.1.21",4,"LTVHLV",1,21,0.05,0.2278,2.31,3.58,6.1178,NA,51.112,3.273,882.51,936.895,224.3722564,"yadi","photosynthesis",13.51644278,333.9315374,0.388719315,1.22552502,20.01548096,46.93023413,0.864090699,108.9579473,NA,4.075948763,0.287562447,3.151275309,432.4760305,NA,462.1642453,32.97993141,"bilinear",FALSE,FALSE,"photosynthesis",17.05047043,276.2380263,0.256336282,1.662047797,24.99650553,89.08765368,1.734581253,151.7341975,NA,4.033821325,0.350398392,4.232467708,331.6172377,NA,710.1134264,42.74248928,"bilinear",FALSE,FALSE,"photosynthesis",18.99334992,251.6658323,0.24539946,2.311043705,31.01149225,176.8984029,3.580515128,222.1632217,NA,5.064655534,0.434293475,6.235565106,310.6996226,NA,1193.2707,57.80052811,"bilinear",FALSE,FALSE,14,3.7444,1.10393,3.74e-06,1.1e-06,3.74e-05,1.1e-05,0.114402689,0.033728384,0.12803739,0.037167492,0.165204882,3.391881732,45.939,23.13,4e-05,151.262,0.409,-0.5,0.2955015,1.113,0.674,0.59,0.245,0.165,0.757,0.157,0.332,0.51,35.84,1.42,0.006,"7/9/2024 15:15",4,50.892,24.82,0.00088,179.184,7.292,-0.93,192.9481317,796.977,0.537,0.538,0.301,0.161,4.474,0.221,0.093,0.686,37.66,1.24,0.158,"7/9/2024 7:54",4,-1.41914952033333,-2.01331084966667,-2.89232411408333,-30.07,908.24,19.91,90.89,1.972,0.0460902636916836,224.3722564,0.000205418728817863
"22",22,22,22,22,"4.LTVHLV.1.22",4,"LTVHLV",1,22,0.0424,0.1327,1.1,1.93,3.1627,NA,43.766,3.201,603.71,650.677,329.8116051,"ozzie","photosynthesis",7.523088218,326.4361373,0.166397282,1.369084359,20.00102233,21.78940986,0.458224276,47.60403169,NA,0.708196591,0.147887995,2.316196426,393.855545,NA,461.5772383,32.95441676,"bilinear",FALSE,FALSE,"photosynthesis",7.057277329,280.1564606,0.096589094,1.836845126,24.98609153,30.69004393,0.528073054,50.38417991,NA,0.440902625,0.111275677,1.937991199,336.6203131,NA,709.4694862,42.71960024,"bilinear",FALSE,FALSE,"photosynthesis",7.076966935,333.8811104,0.199807817,2.43027922,31.00001457,36.44674669,0.815808167,43.70668516,NA,-0.46004207,0.115125704,1.932220224,335.866056,NA,1192.082051,57.76778918,"bilinear",FALSE,FALSE,15,3.856946667,1.013843333,3.86e-06,1.01e-06,3.86e-05,1.01e-05,0.12049193,0.031672706,0.134852357,0.034902208,0.169754565,3.804282713,46.815,23.07,2e-05,-1248.367,4.342,0.22,0.37334925,1.611,1.604,0.515,0.186,0.299,0.95,0.592,-0.013,0.421,39.27,1.36,-0.025,"7/13/2024 13:37",4,53.986,24.23,0.00076,46.557,4.929,0.2,161.5385079,777.001,0.047,0.462,0.514,0.024,5.166,0.504,0.028,0.467,41.69,1.47,0.035,"7/13/2024 7:44",4,-0.67451995125,-1.09683190483333,-1.69798842325,-32.6,922.02,15.41,126.24,1.968,0.0641463414634146,329.8116051,0.000194493888242548
"23",23,23,23,23,"4.LTVHLV.1.23",4,"LTVHLV",1,23,0.0423,0.1648,1.32,2.06,3.5448,NA,48.786,3.055,630.71,682.551,296.0315534,"ozzie","photosynthesis",6.171733136,217.2491315,0.0532526,1.384204321,20.00370837,40.85159063,3.487980661,78.28436377,NA,5.147599341,0.888251161,6.120024944,279.316721,NA,461.6840873,32.9591054,"bilinear",FALSE,FALSE,"photosynthesis",8.47828474,317.5525742,0.176785702,1.749831035,24.99671017,31.08885948,0.616771892,54.20770493,NA,-0.012742436,0.138845278,2.050240715,381.718905,NA,710.1192525,42.74281364,"bilinear",FALSE,FALSE,"photosynthesis",8.236494412,330.0566696,0.222260854,2.336896659,31.00322682,41.97426244,0.795546518,53.20550434,NA,-0.477520328,0.126537896,2.688644059,370.9526419,NA,1192.415277,57.77695953,"bilinear",FALSE,FALSE,16,4.008133333,1.111736667,4.01e-06,1.11e-06,4.01e-05,1.11e-05,0.131199127,0.036390726,0.146835656,0.040101299,0.186936955,3.605290222,44,24.17,6e-05,672.684,4.634,-0.04,0.3095028,1.154,0.896,0.596,0.213,0.191,1.287,0.322,0.325,0.353,40.54,1.21,0.04,"7/10/2024 16:03",3,56.393,28.2,0.00064,194.99,5.51,-1.31,315.523013,2254.541,0.141,0.311,0.604,0.085,6.066,0.237,-0.011,0.775,39.57,1.26,0.125,"7/10/2024 9:30",3,-0.608002503416667,-1.12938561025,-1.58028633566667,-31.99,863.4,18.35,103.95,1.923,0.0540561622464899,296.0315534,0.000182602704426743
"24",24,24,24,24,"4.LTVHLV.1.24",4,"LTVHLV",1,24,0.0493,0.215,2.49,3.73,6.435,NA,46.383,3.18,886.52,936.083,215.7348837,"ozzie","photosynthesis",16.29964094,274.776093,0.232742755,1.247963309,19.99978588,69.83130601,3.193514914,149.8960105,NA,7.165623109,0.92721406,6.820295056,337.8665022,NA,461.5285596,32.95227028,"bilinear",FALSE,FALSE,"photosynthesis",19.33055143,272.0639404,0.289070279,1.658096345,24.99852635,99.64739979,2.091702353,168.125215,NA,4.371495997,0.418317401,3.813840775,319.338439,NA,710.2312551,42.74679994,"bilinear",FALSE,FALSE,"photosynthesis",19.65695133,244.0946353,0.240830968,2.313896225,31.00242614,156.3232469,1.214024285,192.0295372,NA,1.119597024,0.138818565,2.072739012,308.2866684,NA,1192.385158,57.77539979,"bilinear",FALSE,FALSE,17,3.729373333,1.151456667,3.73e-06,1.15e-06,3.73e-05,1.15e-05,0.117275891,0.036209329,0.131253026,0.039901406,0.171154432,3.238830814,46.366,22.72,-0.00023,-0.271,0.579,0.15,0.3015117,1.113,0.572,0.602,0.253,0.145,0.618,0.149,0.446,0.405,34.07,1.41,0,"7/9/2024 14:12",4,49.312,24.69,0.00087,94.765,2.718,-0.5,206.675388,805.752,0.316,0.57,0.327,0.103,5.405,0.156,0.118,0.726,34.54,1.27,0.082,"7/9/2024 7:49",4,-1.26382991233333,-1.90514588725,-2.90010081483333,-29.97,936.94,23.26,99.63,2.026,0.0491757156959526,215.7348837,0.000227945128078295
"25",25,25,25,25,"4.LTVHLV.1.25",4,"LTVHLV",1,25,0.0457,0.2218,2.95,4.32,7.4918,NA,47.228,3.112,1004.91,1055.25,212.9305681,"ozzie","photosynthesis",18.94949671,289.5801708,0.326449267,1.234623218,20.00755058,54.59276818,0.606902097,112.2299838,NA,-0.073485906,0.172942191,2.156650255,318.4251324,NA,461.8379737,32.96583656,"bilinear",FALSE,FALSE,"photosynthesis",21.61958877,275.9753709,0.348309364,1.68797176,25.02452126,119.9833148,5.129946675,205.9355085,NA,6.670074218,1.033689622,8.936604442,317.0462245,NA,711.8253435,42.80369043,"bilinear",FALSE,FALSE,"photosynthesis",22.91197504,281.4714736,0.420869586,2.311217912,31.04195903,144.0131302,1.881966481,176.1100499,NA,-0.407203763,0.245900227,4.572107658,312.31052,NA,1196.438219,57.88759979,"bilinear",FALSE,FALSE,18,4.0687,1.20821,4.07e-06,1.21e-06,4.07e-05,1.21e-05,0.130742288,0.038824229,0.14632437,0.042782934,0.189107304,3.367543722,45.965,24.05,4e-05,81.985,3.687,-0.66,0.7508079,2.922,0.693,0.571,0.254,0.176,0.634,0.267,0.257,0.476,36.87,1.36,0.003,"7/8/2024 15:18",4,46.208,25.29,0.00109,171.71,28.031,0.34,448.6230558,1997.876,0.308,0.499,0.383,0.118,7.62,-0.075,0.431,0.644,39.02,1.34,0.187,"7/8/2024 8:18",4,-0.93805991375,-1.46998823708333,-2.3694045785,-30.1,946.11,16.43,101.68,2.047,0.0496726917440156,212.9305681,0.00023328116853888
"26",26,26,26,26,"4.LTVLLV.1.26",4,"LTVLLV",1,26,0.0485,0.2046,1.74,2.86,4.8046,NA,48.797,3.189,759.72,811.706,238.4995112,"gibson","photosynthesis",9.596736469,209.5334269,0.081856526,1.442315125,19.99430631,73.75207793,3.546972681,144.737524,NA,9.733595324,0.854248243,7.042104271,275.0469488,NA,461.3113808,32.94272392,"bilinear",FALSE,FALSE,"photosynthesis",16.65368627,290.5377206,0.293018845,1.871256059,25.02811477,78.97486019,1.393690298,136.0130147,NA,2.779258948,0.287532754,5.437555747,346.2472606,NA,712.050043,42.81163432,"bilinear",FALSE,FALSE,"photosynthesis",12.81959662,240.3387645,0.142987153,2.579100975,30.99375214,124.0271915,2.638590108,149.2248611,NA,2.998378865,0.287846094,4.222091918,309.6115036,NA,1191.439534,57.75000913,"bilinear",FALSE,FALSE,19,4.66716,1.30209,4.67e-06,1.3e-06,4.67e-05,1.3e-05,0.146351834,0.040830668,0.163794288,0.044993959,0.208788247,3.584360528,44.03,24.02,0.00079,0.717,5.1,-0.39,0.34012125,1.225,0.682,0.617,0.227,0.155,1.387,0.271,0.455,0.273,49.3,1.25,0.001,"7/10/2024 16:00",3,56.049,25.36,0.00089,109.73,2.349,-0.45,436.4251353,4007.577,0.668,0.242,0.455,0.304,3.465,-0.035,-0.093,1.129,49.63,1.08,0.098,"7/10/2024 8:25",3,-0.913146859333333,-1.395804231,-1.90486713508333,-31.17,889.86,19.91,92.74,1.969,0.0471000507872016,238.4995112,0.000197484894414331
