"","Chisq","Df","Pr..Chisq."
"TV",0.0142619214230006,1,0.904940013138533
"LV",0.000638831737140262,1,0.979835518226185
"tleaf_fac",497.339946633769,2,1.00925933128742e-108
"TV:LV",0.0394095655494833,1,0.842639469590543
"TV:tleaf_fac",2.33734592134626,2,0.310779083806502
"LV:tleaf_fac",0.326350276983682,2,0.849442405324373
"TV:LV:tleaf_fac",0.147847240298115,2,0.928742628355787
