"","Chisq","Df","Pr..Chisq."
"TV",0.253871148787714,1,0.614362376767108
"LV",0.000115772170027363,1,0.991415129100577
"tleaf_fac",98.0495368369509,2,5.11462267008698e-22
"TV:LV",0.164454902801611,1,0.685087679571049
"TV:tleaf_fac",1.4306102035326,2,0.489042881185383
"LV:tleaf_fac",0.209092002140233,2,0.900733361755318
"TV:LV:tleaf_fac",0.0202857524061428,2,0.989908389292835
